"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"120",10,"SIA/UP/MIN/164781/2020","5738","Brick Earth Mining Project at GataNo.-1547, 1585, 1414, 4866, 1557, 1584, 1586, 1802, 1649, 1587, 1679, 1007mi, 1008, 1589, 1591, 1592, 1588, 1593, 1664, 1437, 1380mi, 1447 Village- Rampur Maghila, Tehsil- Tirwa, District- Kannauj, Uttar Pradesh","MS JAI BALAJI BRICK FIELD","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"121",1,"SIA/UP/MIN/139186/2020","5626","Jagdishpur (Gata No. 1348 & 1353) soil mining project.","M/S H R BUILDERS","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"122",2,"SIA/UP/MIN/68185/2020","6636-6043","Dhuria Building Stone( Sandstone) Mining project","PIYUSH KUMAR SHRIVASTAVA","EC Granted","EC",NA
"123",3,"SIA/UP/MIN/72481/2021","","MAKARBAI BUILDING STONE (KHANDA, BOULDER GITTI) DEPOSIT","SMT USHA VAJPAYEE","WithdrawEC","EC",NA
"124",4,"SIA/UP/MIN/77095/2021","7095-6677","Building Stone (Khanda, Boulder, Bailast (Gitti)","SHRI NARESH KUMAR KHATRI","EC Granted","EC",NA
"125",5,"SIA/UP/MIN/150336/2020","","maa kela devi ent udyog","MAA KELA DEVI ENT UDYOG","Delisted","EC",NA
"126",6,"SIA/UP/MIN/56684/2019","5846/5028","“Granite (Khanda, Gitti & Boulder) Mine” Project at Gata No.- 332 (Khand No.- 03), Village- Badokhar Khurd, Tehsil- Naraini, District- Banda, U.P. (Applied Area : 0.56 ha.)","SHRI DEEPAK SINGH S","EC Granted","EC",NA
"127",7,"SIA/UP/MIS/172738/2020","5827","Multiplex “Himalaya City Centre”","R.B.INFRAESTATE PVT. LTD","EC Granted","EC",NA
"128",8,"SIA/UP/MIS/253023/2022","6908","Revision and Modification of Group Housing Project","MS RAJHANS INFRATECH PVT. LTD.","EC Granted","EC",NA
"129",9,"SIA/UP/MIS/220268/2021","6501","T-5 Commercial Project","SJP HOTEL RESORTS PRIVATE LIMITED","WithdrawEC","EC",NA
"130",10,"SIA/UP/MIN/135933/2020","5398","Ordinary Earth Mining Project","Santosh Kumar","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"131",1,"SIA/UP/MIN/140910/2020","","Saroorpur Kalan (Gata No. 890/2, 1127/3, 895/1, 946/1, 1123/1, 1688/1, 898, 896) soil brick mining project.","M/S KRISHNA BRICK FIELD","Delisted","EC",NA
"132",2,"SIA/UP/MIN/141000/2020","5486","M/s The Creators Concept to Creation located at Village- Lalpur Tikar Mu., Tehsil & District- Gorakhpur, Uttar Pradesh","M/S THE CREATORS CONCEPT TO CREATI LOCATED","EC Granted","EC",NA
"133",3,"SIA/UP/MIN/143058/2020","5522","Ordinary Soil Excavation at Gata No. 548Jha, V-Kaliya Khera, tehsil-Sarojini Nagar, District-Lucknow","M/S RAJEEV & ASSOCIATE","EC Granted","EC",NA
"134",4,"SIA/UP/MIN/143692/2020","5532","Brick Earth Mine, Village- Surir Kala Bangar, Tehsil- Mant, District- Mathura, developed by M/s Madhav Ent Udyog","MADHAV BRICK FIELD","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"135",5,"SIA/UP/MIN/147477/2020","","Bidhnu & Shivrampur (Gata No. 296, 164 & 154) brick earth mining project.","M/S MAHIMA ENT UDYOG","Delisted","EC",NA
"136",6,"SIA/UP/MIN/52078/2019","5591-4996","Sand/ Moram mining at Yamuna river bed in Gata No.- 01 (Area 32.7860 Ha) in Village- Biyawal, Tehsil Mau, District -Chitrakoot, U.P.","HARSH ENTERPRISES","EC Granted","EC",NA
"137",7,"SIA/UP/MIN/172302/2020","5828","Proposed project for Sandstone (Gitti, Boulder & Red Morrum) mine, at Gata No. – 52 M, Village – Sirsiya Thakurai, Tehsil- Robertsganj, District- Sonebhadra, Uttar Pradesh.","SMT BINDUWATI DEVI","EC Granted","EC",NA
"138",8,"SIA/UP/MIN/228151/2021","6568","Ordinary Soil Excavation Mine","MR YOGESH KUMAR","EC Granted","EC",NA
"139",9,"SIA/UP/MIN/50316/2020","5783","Area (1.01 Ha) Sandstone (Building Stone) mining project at Araji No’. 01 Village-Ahirupur , Tehsil-Chunar, District- Mirzapur, U.P.","RUCHI SINGH","EC Granted","EC",NA
"140",10,"SIA/UP/MIN/62155/2021","6248","“Sand/ Morrum Mining” at Yamuna River Bed, Khand  No. 15/35 to 15/39 (khand Serial. No, 3), Village-Umrawan, Tehsil-Manjhanpur, District-Kaushambi ,U.P. (Lease Area 10.00 ha)","M/S KHUSHI ENTERPRISES","EC Granted","EC",NA
"141",1,"SIA/UP/MIN/45038/2019","","Bethar (Gata No. 304,360,324,540,181,224, 222,223,213 ) soil brick mining project","M/S SHANKAR BRICK FIELD","Delisted","EC",NA
"142",2,"SIA/UP/MIN/138650/2020","5437","Brick Soil Excavation Mine Project","M/S RJ BRICK FIELD","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"143",3,"SIA/UP/MIN/138378/2020","5434/4760","M/s Euphoria Mines and Minerals","MS EUPHORIA MINES AND MINERALS","WithdrawEC","EC",NA
"144",5,"SIA/UP/MIS/198357/2021","6197","Upgradation and Expansion of Existing District Hospital","M/S DEPARTMENT OF MEDICAL AND HEALTH UTTAR PRADESH","EC Granted","EC",NA
"145",6,"SIA/UP/MIN/172795/2020","5826","Karari Building Stone, Khanda, Gitti, Boulder Mining project","M/S FRIENDS ENTERPRISES","EC Granted","EC",NA
"146",7,"SIA/UP/MIN/67317/2021","6553-6176","Proposed “Building Stone (Khanda, Boulder, Bailast (Gitti))” Project","RAM MANOHAR SHIVHARE","EC Granted","EC",NA
"147",8,"SIA/UP/MIN/238833/2021","6682","“Building stone, Khanda – Boulder/ Gitti -Ballast Mining” located at Gata No- 442? (Khand-01), Area 1.618 Ha.  in Village Dongri, Tehsil- Sadar, District Jhansi, Uttar Pradesh.","SHRI MILAN YADAV","EC Granted","EC",NA
"148",9,"SIA/UP/MIN/33757/2019","4723","Environmental Clearance of mining lease for Sandstone (Gitti-Pathhar, Khandas, Boulder) mine, at Khasra no. /Plot no. – 107, Khand No. 8 & 9,  Area 2.631 ha. (6.58 Acres) at Village – Surwadlapur, Teh","MS FRIENDS GROUP OF BUILDER AND DEVELOPMENT","EC Granted","EC",NA
"149",10,"SIA/UP/IND2/21865/2018","4046","EXPANSION OF SUGAR PLANT CANE CRUSHING CAPACITY TO 5000 TCD &COGENERATION POWER PLANT CAPACITY 27 MW","RAMALA SAHKARI CHINI MILLS LTD","EC Granted - Processed offline","EC",NA
"150",1,"SIA/UP/MIS/59350/2019","6057/5683","Expansion & Modification of proposed Group Housing Project “Saviour Park” at Karhera & Sahibabad, Mohan Nagar, Ghaziabad, Uttar Pradesh of M/s SAVFAB Buildtech Pvt Ltd","M/S SAVFAB BUILDTECH PVT. LTD","EC Granted","EC",NA
"151",2,"SIA/UP/MIS/120746/2019","5114","Government Medical College","PRINCIPAL","EC Granted","EC",NA
"152",3,"SIA/UP/MIN/30986/2019","4661","Environmental Clearance for proposed river bed Sand/Morrum mining having lease area 3.96ha (9.78 acre) along River Yamuna Gata No 553, 554 at Village – Issospur Khurgan, Tehsil- Kairana, District- Sha","M/S DEVANSH INFRA/109104","Delisted","EC",NA
"153",7,"SIA/UP/MIN/65259/2021","6538","Moram Mining at Yamuna River Bed Khand No.– 16/23 to 16/25, Village- Mahewa, Tehsil- Manjhanpur, District- Kaushambi, U.P","ADDIJA MINES AND CONSTRUCTION PRIVATE LIMITED","WithdrawEC","EC",NA
"154",8,"SIA/UP/MIN/59256/2020","6058/5609","Baipur Ehatmali Sand/Morrum Mining Project","M/S. MAHAKALI CONSTRUCTION","EC Granted","EC",NA
"155",9,"SIA/UP/MIN/44343/2019","5143","Soil Excavation” Project at Gata No.-624 & Area-0.6570 ha. in Village: Rasoolpur Sadat, Tehsil-Bakshi Ka Talab & District- Lucknow, U.P.","O.P.ENTERPRISES","EC Granted - Processed offline","EC",NA
"156",10,"SIA/UP/MIS/120797/2019","5113","Government Medical College, Siddharthnagar","PRINCIPAL","EC Granted","EC",NA
"157",1,"SIA/UP/MIN/31357/2019","","Building Stone (Khandas, Gitty/Boulder) Mining Project at Gata No. 93, Khand No. 10 of Area: 1.012 Ha., Village: Bari, Tehsil & District: Mahoba, State: Uttar Pradesh. M/s Deepak Construction","M/S DEEPAK CONSTRUCTION","Delisted","EC",NA
"158",2,"SIA/UP/MIS/31590/2013","4683","Expansion of Group Housing Project ""Signature Heights""","ANNIKA PROMOTERS PVT LTD","EC Granted","EC",NA
"159",3,"SIA/UP/MIN/134862/2020","5360","“Soil Excavation” from Gata No. – 1819, 1820, 1821, 1822, Village- Gauriya Kala, Tehsil-: Mohanlalganj, District- Lucknow, Uttar Pradesh.","SHRI  RAM KUNWAR S/O SALIK RAM","EC Granted","EC",NA
"160",4,"SIA/UP/MIN/133273/2019","","Brick Earth Mine, Village- Bhavigarh, Tehsil-Atrauli, District- Aligarh, developed by M/s Krishna Bricks Udyog","KRISHNA BRICKS UDYOG","Delisted","EC",NA
"161",5,"SIA/UP/MIN/133541/2019","5758","Area:  1.50 Acres (0.607 ha) Building stone (Sand stone) Mining project at Araji no.547, Village-Bhojpur Pahari , Tehsil- Sadar , District-Mirzapur, U.P.","MANISH STONE WORKS","EC Granted","EC",NA
"162",6,"SIA/UP/MIN/145812/2020","","Brick Earth Mining Project, M/s Nomani Eint Udyog","M/S NOMANI EINT UDYOG","Delisted","EC",NA
"163",7,"SIA/UP/MIN/230803/2021","6598","Ordinary Earth Mining Project","SINGH AND COMAPNY UP","EC Granted","EC",NA
"164",8,"SIA/UP/MIN/77153/2021","7096-6437","Gitty/Patthar & Pahadi Morrum Mining Project","M/S CHITRAKOOT TRADERS","EC Granted","EC",NA
"165",9,"SIA/UP/MIN/39751/2019","4945","simple soil excavtion","BRIJ KISHOR","EC Granted","EC",NA
"166",10,"SIA/UP/MIN/34334/2019","4736","Dolo Stone (Gitti, Boulders) Mine","GYANENDRA TRIPATHI","EC Granted - Processed offline","EC",NA
"167",1,"SIA/UP/MIN/60716/2019","6188/5025","Nahari Granite (khanda, Gitty, Boulder) Mining Project","M/S P.P. INFRASTRUCTURE PVT. LTD.","Delisted","EC",NA
"168",2,"SIA/UP/MIN/76841/2021","7078-6406","BUILDING STONE, KHANDA, BOULDER, BALLAST (GITTI) MINING PROJECT","ANANT KUMAR SHUKLA","EC Granted","EC",NA
"169",3,"SIA/UP/MIN/34455/2019","4776","“Granite (Khanda, Gitti & Boulder) Mine” Project at Gata No. 664, Village- Jailwara, Tehsil- Kulpahad, District- Mahoba, U.P. (Leased Area : 1.4163 ha. /3.50 Acres)","ASHOK KUSHWAHA","Delisted","EC",NA
"170",4,"SIA/UP/MIS/217388/2021","6414","Proposed expansion of Multiplex and commercial complex building Project (Fun Republic) at Khasra no – 103 (Part), 104(Part), 105 (Part), 106 (Part), 116( Part) , 117(Part), 118(Part), 199 (Part),  Bhikhamnagar, Gomtinagar Nagar, Lucknow","ECITY ENTERTAINMENT PVT LTD","EC Granted","EC",NA
"171",5,"SIA/UP/MIN/57520/2020","5950","BUILDING STONE (SANDSTONE) MINE AT VILLAGE- DHURIA, TEHSIL- CHUNAR, MIRZAPUR","LAL BIHARI YADAV","EC Granted","EC",NA
"172",6,"SIA/UP/MIN/134436/2019","","M/s MASTER BRICK FIELD","M/S MASTER BRICK FIELD","Delisted","EC",NA
"173",7,"SIA/UP/MIN/30573/2018","4680","M/s H. S. M. Holdings","MS HSM HOLDINGS","EC Granted","EC",NA
"174",8,"SIA/UP/MIS/52753/2019","5640/4706","Expansion/Modification of Residential Complex at plot no. GH- 05, Sector 16B, Greater Noida, Gautam Budh Nagar, U.P.","SJP INFRACON LTD","EC Granted","EC",NA
"175",9,"SIA/UP/IND/52778/2019","5643/4699","Production of 72000 MTPA Billets and 71280 MPTA Ingots","SHREE SHAILJA IRON AND STEEL PRIVATE LIMITED","EC Granted","EC",NA
"176",10,"SIA/UP/MIS/53050/2019","5656/5097","Proposed SGS CITY 1 PMAY at Village Akbarpur Behrampur Khasra No.1, 2, 3, 4, 5, 6, 6P, 7, 8,16, 17, 18M, 19P, 20M, 21P Village  Shahbad Urf Mithepur, Khasra No 46, 47, 48, 49 Village Mirzapur, Khasra","SGS CONSTRUCTION AND DEVELOPERS PVT LTD","EC Granted","EC",NA
"177",1,"SIA/UP/MIN/46311/2019","","Luhari (Gata No. 706, 1477, 1543 A & B ) soil brick mining project.","M/S KOHINOOR BHATTA COMPANY","Delisted","EC",NA
"178",2,"SIA/UP/MIS/125283/2019","5197/4537","Proposed Mix use Development project “Wave Megacity Centre” at Sector 32, Noida, Gautambudh Nagar (U.P) by M/s. Wave Megacity Centre Pvt. Ltd.","WAVE MEGACITY CENTRE PRIVATE LIMITED","EC Granted","EC",NA
"179",3,"SIA/UP/MIN/126680/2019","5516","Brick Earth Mining Project","FRIENDS BRICK FIELD","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"180",4,"SIA/UP/MIN/149505/2020","5620","ordinary earth excavation from Khasra/Gata Nos. Gata No.- 51 & 52 ,Area – 0.852 ha at Village- Miyapur,  Pargana-Deva, Tehsil: Nawabganj District- Barabanki, Uttar Pradesh","JAGATPAL SINGH S/O OM PRAKASH SINGH","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"181",5,"SIA/UP/MIN/149623/2020","5619","ordinary earth excavation from Khasra/Gata Nos. Gata No.- 536, 537, 538, 539, 541, 602 ,Area – 0.887 ha at Village- Sarsaundi,  Pargana-Deva, Tehsil: Nawabganj District- Barabanki, Uttar Pradesh","JAGATPAL SINGH","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"182",6,"SIA/UP/MIN/199597/2021","6215","Simple soil excavation (Period 6.0 month) at Gata No. –1892  Area1.265ha at Village – Benther, Tehsil &,District- Unnao, Uttar Pradesh.","BRIJ KISHOR DWIVEDI","EC Granted","EC",NA
"183",7,"SIA/UP/MIN/232349/2021","6623-6063","Khandas, Gitti & Boulder Mining Project” at Khand No. 12, Gata No. 27 of Area: 1.416 Ha, Village: Dunara, Tehsil: Sadar, District: Jhansi, State: Uttar Pradesh.","SHRI MUKUL YADAV S/O SHRI DEENDAYAL YADAV.","EC Granted","EC",NA
"184",9,"SIA/UP/MIN/34269/2019","","Brick Earth Mining Project, M/s Maa Shakti Bricks , Gata No : 665, 618  Village: Kabaraut, Tehsil : Shamli, Dist: Shamli","M/S MAA SHAKTI BRICKS","Delisted","EC",NA
"185",10,"SIA/UP/IND2/34522/2017","4853","Environmental Clarence for  “Capacity expansion from 16,804 KL to 17,862 KL (i.e. 1,058 KL additional capacity: 858 KL capacity for Bio Diesel A/G based Cone roof tank and 200 KL capacity for Ethanol","BPCL AONLA","Delisted","EC",NA
"186",1,"SIA/UP/MIN/135752/2020","","KN ENT UDYOG","KN ENT UDYOG","Delisted","EC",NA
"187",2,"SIA/UP/MIN/136650/2020","","Patti Choudhran Bahar, Malakpur (Gata No. 250, 458MI, 260, 1007, 999, 1001 & 258) Brick Earth (Soil) mining project.","M/S TARAR BRICK FIELD","Delisted","EC",NA
"188",3,"SIA/UP/MIN/45897/2019","","M/S Gulab Chand Yadav B.K.O","M/S   GULAB CHAND YADAV B.K.O.","Delisted","EC",NA
"189",4,"SIA/UP/MIN/46088/2019","","M/S RAJESH YADAV ENT BHATTA UDYOG","M/S RAJESH YADAV ENT BHATTA UDYOG","Delisted","EC",NA
"190",5,"SIA/UP/MIN/46054/2019","5185","Hariharpur Ordinary Sand Mining Project","ANJANI KUMAR SINGH S/O VIJAY BHADUR SINGH","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"191",6,"SIA/UP/MIN/46057/2019","","Jahangirpur, Sujgawa, Salempur (Gata No. 530, 511, 383, 512, 445, 436, 87A,87B, 207 ) soil brick mining project","JAY SATYAM BRICK FIELD","Delisted","EC",NA
"192",7,"SIA/UP/MIN/60850/2020","6207/5361","Chandaur mining of Sand/Morrum from Riverbed of  Bagen river","SRI FALGUNGIRI MINES","EC Granted","EC",NA
"193",8,"SIA/UP/MIN/193274/2021","6130","Ordinary Earth Mining Project at Gata No-1288, 1289 Village-Katesar, Tehsil-Laharpur, Sitapur, Uttar Pradesh.","SRI PAWAN KUMAR S/O UTTAM KUMAR","EC Granted","EC",NA
"194",9,"SIA/UP/MIN/128506/2019","","Asra (Gata No. 1178, 1668, 1700, 1858MI, 1885MI, 1178MI, 1173, 1171, 1212 & 1042  ) soil brick mining project.","M S STAR BRICK FIELD","Delisted","EC",NA
"195",10,"SIA/UP/MIN/47711/2019","4795","M/s P.B. Infratech Pvt. Ltd.","M/S  P.B.  INFRATECH PVT. LTD.","EC Granted","EC",NA
"196",1,"SIA/UP/MIN/261397/2022","6997","ordinary earth mine at village mohammadpur tehsil nawabganj barabanki","LOVENISH GUPTA","EC Granted","EC",NA
"197",2,"SIA/UP/MIN/73975/2021","6993-6372","Building Stone, Khanda, Boulder, Ballast (Gitti) Mining Project","ANUBHAV SINGH","EC Granted","EC",NA
"198",3,"SIA/UP/MIN/222353/2021","6516","BALU/MORRUM MINING PROJECT","SHRI BALADEEN","EC Granted","EC",NA
"199",4,"SIA/UP/MIN/216061/2021","6435","THANA SAND STONE MINE SAND STONE (KHANDA, BOULDER, GITTI) DEPOSIT","JAINENDRA SINGH CONTRACTER","EC Granted","EC",NA
"200",5,"SIA/UP/MIN/31592/2019","4685","“Granite (Khanda, Gitti, Boulders) Mining” Project at Gata No.- 339, Khand No.- 07, Village- Daharra, Tehsil- Mahoba, District- Mahoba, U.P. (Leased Area : 1.619 ha.)","HSM HOLDING","EC Granted","EC",NA
"201",6,"SIA/UP/MIN/44996/2019","","Tikri Bahar (Gata No. 3955,3982,3964,3957,3966,3928 ) soil brick mining project.","M/S SHIV BRICK FIELD.","Delisted","EC",NA
"202",7,"SIA/UP/MIN/136210/2020","5559","Brick Earth Mining Project, M/S Janta Int Bhattha","M/S JANTA ENT BHATTA","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"203",8,"SIA/UP/MIN/136252/2020","","Khekra Dwitiya (Gata No. 1677, 1678, 1675, 1680/2/1, 1680/2/2, 1682, 1681/3716, 1639 & 1683) soil brick mining project.","M/S  CHAUDHARY BRICK FIELD","Delisted","EC",NA
"204",9,"SIA/UP/MIN/137291/2020","","Mukarrabpur Kandera (Gata No. 1127Pu, 1127mi, 1131, 1127, 1127da pa, 1127mi u & 1127mu  ) soil brick mining project.","M/S SHIV BRICK FIELD .","Delisted","EC",NA
"205",10,"SIA/UP/MIN/57084/2020","5896/5448","Bhedikhurd Sand/MorrumMining Project on River Betwa","M/S MANKAMESHWAR INFRASTRUCTURE","EC Granted","EC",NA
"206",1,"SIA/UP/MIS/250988/2022","6866","Proposed Institutional Building “IT/ITES and Data Centre” located at Plot No. B-11, 12 and 13, Sector-132, Noida, Uttar Pradesh by M/s SKVR Software Solutions Private Limited.","M/S SKVR SOFTWARE SOLUTION PVT. LTD.","WithdrawEC","EC",NA
"207",2,"SIA/UP/MIN/70963/2021","6860-6313","Building Stone  (Khanda, Boulder, Bailast (Gitti))","MOHAD WASEEM S/O SH. MOHD ISRAIL","EC Granted","EC",NA
"208",3,"SIA/UP/MIN/251621/2022","6892","ordinary earth mine at village-Gauriya kala,tehsil- Mohanlalganj, Lucknow","SHRI KAMAL KISHOR","EC Granted","EC",NA
"209",4,"SIA/UP/MIN/73937/2021","6994-6334","Building Stone, Khanda & Gitti, Boulder Mining Project","OM CONSTRUCTION","EC Granted","EC",NA
"210",5,"SIA/UP/MIN/43238/2019","","Environmental Clearance for proposed Building Stone (Sandstone) mine at Gata No. /Araji /Plot No. - 428, Lease Area: 0.909 ha (2.246 acres) at Village-Dhuria, Tehsil- Chunar, District- Mirzapur, Uttar Pradesh of  Shri Chhatrabali Singh.","SHRI  CHHATRABALI SINGH","Delisted","EC",NA
"211",6,"SIA/UP/MIS/119639/2019","5132","Residential Colony “R.S City”-II at Jhansi –Gwalior Highway, Village Ambabai Dist. Jhansi, Uttar Pradesh","M/S RADHA SWAMI INFRADEVELOPERS PVT. LTD.","Delisted","EC",NA
"212",7,"SIA/UP/MIN/138060/2020","","Bharehata (Gata No. 459MI, 258, 259, 545, 544, 542MI & 538) brick earth mining project.","M/S GAURAV ENT BHATTA","Delisted","EC",NA
"213",8,"SIA/UP/MIN/63367/2021","6430","BUILDING STONE, KHANDA, BOULDER, BALLAST (GITTY) MINE","SMT FARHAT","EC Granted","EC",NA
"214",9,"SIA/UP/MIN/52734/2020","5639","Khanda/Gitti mine at Araji No./Gata No.- 02/1, khand-03, Village– Lakhanpura, Tehsil & District–Lalitpur, Uttar Pradesh","KARUNA PARECHA RUCHI SATYA","EC Granted","EC",NA
"215",10,"SIA/UP/MIN/59089/2019","6035/4949","Sandstone (Gitti-Pathhar, Khandas, Boulder) mining project at Khasra no. /Plot no. – 2098 Khand No. 51A, Area 2.631 ha. (6.50 Acres) at Village – Bhatauti, Tehsil- Meja, District- Prayagraj, Uttar Pradesh","M/S NITIN NISHAD/90873","EC Granted","EC",NA
"216",1,"SIA/UP/MIN/213842/2021","6323","Proposed “Ordinary Soil Excavation Project” at Gata No.– 1038, 1033, 1035, 1036, 1045, 1046, 1047, Village- Aata, Tehsil- Sadar, District- Unnao, Uttar Pradesh.","Ankit","EC Granted","EC",NA
"217",2,"SIA/UP/MIN/225813/2021","6576","Proposed “Ordinary Soil Excavation Project” at Gata No.– 757, Village- Kuroni, Tehsil- Sarojani Nagar, District- Lucknow, Uttar Pradesh","RAM KISHOR PAL","EC Granted","EC",NA
"218",3,"SIA/UP/MIN/67139/2020","6532-5767","Tola khangaran Sand/Morrum Mining Project","SHRI. SAGAR PARECHA","EC Granted","EC",NA
"219",4,"SIA/UP/MIN/69845/2021","6727/6106","Gonda Building stone (khanda, gitty, boulder & pahadi red morrum)","M/S SANTOSH KUMAR CONTRACTOR","EC Granted","EC",NA
"220",5,"SIA/UP/MIS/109070/2019","4898","Expansion of Group Housing Project “Panchsheel Pratistha”","M/S VALUENT INFRADEVELOPERS PVT. LTD.","EC Granted","EC",NA
"221",6,"SIA/UP/MIN/141032/2020","","Sirsali & Johri (Gata No. 2463, 2464, 241/1, 241/2, 240A, 240B, 226/3 & 214) soil brick mining project.","M/S KRISHNA BRICK FIELD .","Delisted","EC",NA
"222",7,"SIA/UP/MIN/50720/2019","5759","Building Stone (Khanda, Gitti & Boulder) Mine","JAI MAA SHARDA TRADERS","EC Granted","EC",NA
"223",8,"SIA/UP/MIN/143484/2020","","Chiloli, Kilpur & Billora (Gata No. 183, 170, 168, 189, 187, 171, 169, 71, 201 & 205 ) soil brick mining project.","M/S SHIV BRICK INDUSTRIES .","Delisted","EC",NA
"224",9,"SIA/UP/MIN/143705/2020","5533","Bhagtupur Ordinary Soil Mining Project","MS GR INFRAPROJECT LIMITED","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
