,Unnamed: 0,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
631,632,SIA/HR/MIN/16785/2015,"SEIAA/HR/MIN/15/132
Dated 30.11.2015","EIA REPORT OF KHERIBATTAR PLOT NO.-2 STONE MINE, HARYANA",ASD RKC JV,EC Granted,EC,, 
632,633,SIA/HR/NCP/65698/2017,SEIAA/HR/17/345 dated 07.09.2017. Please submit ha,Expansion of Commercial Complex,EMAAR MGF,EC Granted - Processed offline,EC,, 
633,634,SIA/HR/INFRA2/437913/2023,SEIAA/HR/2023/367,"Proposed Industrial Township Development on land area of 155.8375 acres located at revenue village of Nimana, Tehsil: Badli, District Jhajjar, Haryana",MODEL ECONOMIC TOWNSHIP LIMITED  FORMERLY KNOWN AS RELIANCE HARYANA SEZ LIMITED,EC Granted,EC,, 
634,635,SIA/HR/MIS/222175/2021,file No SEIAA/HR/2021/451 has been assigned. Hard,“Modernization of Restaurant Cum Recreational Centre”,M/S ORIENTAL SOUTH DELHI PVT LTD,Rejection Letter Granted,EC,, 
635,636,SIA/HR/MIS/61136/2018,SEIAA/HR/2021/372,"Expansion of Proposed Commercial Colony of area measuring 7.462 Acres in sector-74, Gurugram, Haryana",PROMPT ENGINEERING PVT LTD,EC Granted,EC,, 
636,637,SIA/HR/MIS/252145/2022,SEIAA/HR/2022/136,"Plotted Commercial Colony at Village-Bajghera, Sector-114, GurgaonManesar Urban Complex, Gurugram, Haryana",M/S CANDEO PROJECTS PVT. LTD.,EC Granted,EC,, 
637,638,SIA/HR/IND2/31450/2017,,"Environmental Clearance of proposed Expansion of Isolated Storage Terminal with Additional Storage Tanks (1 X 8,620 KL for MS; 3 X 20,000 KL for HSD and 2 X 70 KL of Biodiesel) at Rewari Terminal, Har",INDIAN OIL CORPORATION LIMITED MARKETING DIVISION,Delisted,EC,, 
638,639,SIA/HR/NCP/54971/2020,SEIAA/HR/2020/298 hard copy pending,Mix Used Development project (MUD) by M/s IKEA India Pvt Ltd,IKEA INDIA PVT LTD,EC Granted,EC,, 
639,640,SIA/HR/MIS/142764/2020,SEIAA/HR/2020/259. Hard copy to be submitted.,"“Warehouse for storage of Non-agro produce” at Village Khalikpur, Tehsil Badli, Distt. Jhajjar, Haryana",SH. JAGAT SINGH & OTHERS,EC Granted,EC,, 
640,641,SIA/HR/MIS/141044/2020,SEIAA/HR/2020/257,Warehouse for Non Agro Produce (Logistics),ABHINAV SHARMA & AKSHAYSHARMA,EC Granted,EC,, 
641,642,SIA/HR/MIS/218774/2021,file No. SEIAA/HR/2021/441 has been generated,Adore Ananda,M/S ADORE BUILDTECH LLP,EC Granted,EC,, 
642,643,SIA/HR/IND2/61701/2020,SEIAA/HR/2020/273,Proposed Chemical Unit for Manufacturing of Formaldehyde 40 MT per day,MS R.S. CHEMICALS,EC Granted,EC,, 
643,644,SIA/HR/MIS/144493/2020,SEIAA/HR/2021/492,Expansion of Group Housing Project “Apex Green”,APEX BUILD TECH LIMITED,EC Granted,EC,, 
644,645,SIA/HR/MIS/201978/2021,SEIAA/HR/2021/382 hard copy to be submitted,"Affordable Residential Plotted Colony Project under Deen Dayal Jan Awas Yojna at Sector 35, Karnal, Haryana",M/S KIND BUILDING SOLUTIONS PVT LTD IN COLLABORATION WITH SANTUR SPACE PVT LTD,EC Granted,EC,, 
645,646,SIA/HR/MIN/429333/2023,SEIAA/HR/2023/312,"Mining of Sand (Minor Mineral) from the Riverbed of Markanda River in Gadauli-Ambli Block (BGS) with 15,00,000 MT/ year production over an area of 39.636 ha located at Village Gadauli-Ambli, Tehsil Naraingarh, District Ambala & State Haryana",RAJENDER BANSAL AND SONS HUF,Deferred by SEAC,EC,, 
646,647,SIA/HR/MIN/16125/2015,SEIAA/HR/MIN/16/161 dated 24.06.2016. You are advi,"Mining of Boulder, Gravel & Sand (Minor Mineral) from mines/queries of""Yamunanagar-Bailgarh North Block-1"" with production capacity of 2.14Million TPA (ROM) in lease area of 44 ha by M/s Calleis Realtech PrivateLimited, located at Bailgarh Village, C",M/S CALLEIS REALTECH PRIVATE LIMITED,EC Granted,EC,, 
647,648,SIA/HR/NCP/94587/2019,"SEIAA/HR/19/39

Hard copy to be submitted","Expansion of Commercial Project “AIPL Joy Street”,
Sector- 66, Gurugram, Haryana by M/s Landmark
Apartments Pvt. Ltd.",LANDMARK APARTMENTS PRIVATE LIMITED,Rejection Letter Granted,EC,, 
648,649,SIA/HR/NCP/59005/2016,SEIAA/HR/16/293 dated 14.09.2016,Commercial Project by Sunrays Infrastructure Pvt Ltd,SUNRAYS INFRASTRUCTURE PVT LTD,EC Granted,EC,, 
649,650,SIA/HR/MIS/16644/2015,"SEIAA/HR/15/215
Dated 01.10.2015","5 MLD Common Effluent Treatment Plant (CETP) at HSIIDC, Village Saha, District Ambala, Haryana by M/s HSIIDC",HARYANA STATE INDUSTRIAL & INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,EC Granted,EC,, 
650,651,SIA/HR/MIN/431680/2023,SEIAA/HR/2023/315,"Proposed Sand Mining project at Village Nabiabad and Jabti Chhapra, Tehsil & District: Karnal, State : Haryana (Mining lease area:  61.89 ha ), with Production capacity 1881000 TPA by M/s Darsh Minerals Private Limited through Gurpreet Singh Sabharwal",DARSH MINERALS PRIVATE LIMITED,EC Granted,EC,, 
651,652,SIA/HR/NCP/30489/2015,,"Affordable Group Housing Colony by M/s Ramsons Organics Limited Village-Dhorka, Sector- 95, Gurgaon, Haryana",RAMSONS ORGANICS LIMITED,Delisted,EC,, 
652,653,SIA/HR/NCP/28191/2017,SEIAA/HR/15/52 dated 31.08.2015,"Commercial Complex ""Spaze Arrow""",SPAZE TOWERS PVT LTD,Delisted,EC,, 
653,654,SIA/HR/NCP/1636/2015,,Residential Plotted Colony at Sector 78 & 79 Distt Gurgaon by M/s Revital Reality Pvt Ltd,REVITAL REALITY PVT LTD,Delisted,EC,, 
654,655,SIA/HR/NCP/47898/2016,File no. SEIAA/HR/16/263 dated 26.02.2016. Please,Revision in Environmental Clearance of Commercial Complex,TDI INFRASTRUCTURE LTD,Delisted,EC,, 
655,656,SIA/HR/INFRA2/413200/2023,SEIAA/HR/2023/298,Proposed Group Housing Colony developed by Sunita Kumari w/o of Sh. Ashok Kumar and others in collaboration of      Aviana Green Estates Pvt. Ltd.,AMARJEET DHILLON,EC Granted,EC,, 
656,657,SIA/HR/NCP/19781/2015,SEIAA/HR/15/209 dated 01.09.2015,,M/S AUM SHRI HOTELS & RESORTS PVT. LTD.,EC Granted - Processed offline,EC,, 
657,658,SIA/HR/NCP/2783/2015,,"Proposed Group Housing Colony Project ""The Melia"" at Village Mohammadpur Gujjar, Sector 35, Sohna Distt Gurgaon",DSS BUILDTECH PVT LTD,Pending at PP due to eds,EC,, 
658,659,SIA/HR/MIN/30735/2015,Hard copy submitted on 23.10.2015. The file no. is,,HARI HAR MINING CIMPANY,EC Granted,EC,, 
659,660,SIA/HR/NCP/58855/2016,"File No- SEIAA/HR/16/294
Dated-27/09/2016",Commercial Complex Project (2.05 Acres) by Ms Dharam Pal and Others,DHARAM PAL AND OTHERS,EC Granted,EC,, 
660,661,SIA/HR/INFRA2/409482/2022,SEIAA/HR/2022/279,Affordable Group Housing Colony Project (8.975 Acres) by M/s Desi Construction Pvt. Ltd.,DESI CONSTRUCTION PRIVATE LIMITED,EC Granted,EC,, 
661,662,SIA/HR/NCP/20321/2016,SEIAA/HR/16/284 dated 10.08.2016,,GLOBAL CENTRE FOR NUCLEAR ENERGY PARTNERSHIP,EC Granted - Processed offline,EC,, 
662,663,SIA/HR/INFRA2/433737/2023,,"Expansion of Affordable Group Housing Colony Project at Rect. No.: 22//5(8-0), 6/1/1(7-13), 23//9/2(0-8), 10(8-0), 11/1(6-4), 12(8-0), 19/1/1(2-13), 21/2(1-18), 19/3/2(1-13), 22(2-6), 20/2/1(7-13), 18/2(2-2), 21/1(6-0), 26//5 min(7-17), 6(6-7), 25//1/1/1(3-6). Rect. No.: 22//24 (6-16), 22//25(7-8-0) & 26//5 min (0-3). Village-Babupur , Sector-106 Gurugram, Haryana by M/s MRG Castle Reality LLP",MRG CASTLE REALITY LLP,WithdrawEC,EC,, 
663,664,SIA/HR/NCP/73174/2018,,Affordable Group Housing Colony,M/S ALTON BUILDTECH INDIA PVT. LTD,Delisted,EC,, 
664,665,SIA/HR/INFRA2/410774/2022,SEIAA/HR/2022/287,"Proposed Affordable Group Housing Colony named as “Maulshree Heights” on the  Land Measuring 7.33125 Acres in the Revenue Estate of Village Kheri Khurd, Sector-84,  Faridabad, Haryana",ARTTECH AFFORDABLE HOUSING LLP,EC Granted,EC,, 
665,666,SIA/HR/MIS/100540/2019,"SEIAA/HR/19/130

Hard copy to be submitted",Affordable Group Housing Colony,SARVPRIYA SECURITIES PRIVATE LIMITED,EC Granted - Processed offline,EC,, 
666,667,SIA/HR/MIS/240332/2021,SEIAA/HR/2021/498,Revision and Expansion of Logistic Park Project,M/S TOPLINE LOGISTICS PARK PRIVATE LIMITED,EC Granted,EC,, 
667,668,SIA/HR/MIS/224326/2021,SEIAA/HR/2021/467,Revision and Expansion of Warehouse/Logistic/Industrial Storage,ERPL WAREHOUSE PARK PRIVATE LTD,EC Granted,EC,, 
668,669,SIA/HR/MIS/117527/2019,SEIAA/HR/19/206 hard copy to be submitted,"Proposed “Commercial Complex” at Sector-49, Gurugram, Haryana by M/s SS Group Pvt. Ltd & Others",SS GROUP PVT LTD AND OTHERS,EC Granted,EC,, 
669,670,SIA/HR/MIS/99145/2019,"SEIAA/HR/19/128

Hard copy to be submitted",Commerical Colony,ACTION CONSTRUCTWELL PVT LTD,Delisted,EC,, 
670,671,SIA/HR/MIS/104051/2019,SEIAA/HR/19/49,Affordable Group Housing Colony Project,AAR HOUSING PVT LTD,Rejection Letter Granted,EC,, 
671,672,SIA/HR/MIS/212342/2021,File No. SEIAA/HR/VIO/21/31 has been assigned. App,"Expansion of Commercial Project “Landmark Mall”, at Sector- 66, Gurugram, Haryana by M/s Landmark Apartments Pvt. Ltd.",LANDMARK APARTMENTS PRIVATE LIMITED,Rejection Letter Granted,EC,, 
672,673,SIA/HR/MIS/77517/2022,SEIAA/HR/2022/194,"“Proposed Residential Plotted Colony” over an land area measuring 34.0104 acres in the revenue estate of Village- Bhagwanpur, Sector-3, Pinjore Kalka Urban Complex, District Panchkula , Haryana is being developed by M/s DLF Homes Panchkula Pvt. Ltd.",DLF HOMES PANCHKULA PRIVATE LIMITED,EC Granted,EC,, 
673,674,SIA/HR/MIS/55233/2019,SEIAA/HR/19/16 hard copy to be submitted,Expansion of Residential Plotted Colony,ST PATRICKS REALTY PRIVATE LIMITED,EC Granted,EC,, 
674,675,SIA/HR/MIS/239980/2021,SEIAA/HR/2021/495,"Expansion of Industrial Building on Plot No.31, Sector-18, Urban Estate Gurgaon, Haryana",M/S SMART CREATIVE BUILDWELL LLP,EC Granted,EC,, 
675,676,SIA/HR/MIS/151726/2020,SEIAA/HR/2020/275 hard copy to be submitted,WAREHOUSE (LOGISTICS) PROJECT,"SATNARAYAN JANGHU, ARYAN JANGHU, SACHIN JANGHU",EC Granted,EC,, 
676,677,SIA/HR/MIS/59711/2019,SEIAA/HR/19/146,"Proposed Development of Sector- 37 at karnal, Haryana by HSIIDC, Karnal",HSIIDC KARNAL,Rejection Letter Granted,EC,, 
677,678,SIA/HR/MIS/237790/2021,SEIAA/HR/2022/504,Expansion & Modernization of Existing Warehouse Project,SUNSAT REAL ESTATE SERVICES PRIVATE LIMITED,EC Granted,EC,, 
678,679,SIA/HR/MIS/243994/2021,SEIAA/HR/2022/140,Warehouse for storage of Non-agricultural produce (Logistics),M/S RISING SUN WAREHOUSING,Rejection Letter Granted,EC,, 
679,680,SIA/HR/IND2/55031/2020,SEIAA/HR/2020/304. The Project Proponent has to su,"Expansion & Modernization of sugar plant  from 2200TCD to 3500 TCD (expandable to 5000 TCD) at Village- Sheikhpura Jagir, Tehsil & District- Karnal, Haryana by M/s The Karnal Co-Operative Sugar Mills Ltd.",KARNAL CO-OPERATIVE SUGAR MILL LTD,Rejection Letter Granted,EC,, 
680,681,SIA/HR/MIS/159823/2020,,Expansion due to modernisation Group Housing Project “Sunbreeze”,UNITECH LIMITED,Delisted,EC,, 
681,682,SIA/HR/MIS/215758/2021,File No. SEIAA/HR/2021/427 has been assigned. Hard,"Proposed ""Affordable Group Housing Colony"" at village-Sarai Alawardi, Sector-110, Gurugram, Haryana by M/s Millennium Diplomats Pvt Ltd.",M/S MILLENNIUM DIPLOMATS PVT LTD,EC Granted,EC,, 
682,683,SIA/HR/MIS/259712/2022,SEIAA/HR/2022/126,Expansion of Group Housing Colony,"M/S TDI INFRASTRUCTURE LIMITED,",EC Granted,EC,, 
683,684,SIA/HR/MIS/261786/2022,SEIAA/HR/2022/138,"Affordable Group Housing Colony Project at Village Dhanwapur, Sector-104, Gurugram, Haryana by M/s Apricus Hills Private Limited",APRICUS HILLS PRIVATE LIMITED,EC Granted,EC,, 
684,685,SIA/HR/MIS/226633/2021,SEIAA/HR/2021/252,Expansion of Commercial Office Complex “Signature Tower -III”,UNITECH LIMITED,EC Granted,EC,, 
685,686,SIA/HR/MIS/178627/2020,SEIAA/HR/2020/326,Expansion of Grousing Colony,"M/S TDI INFRASTRUCTURE LIMITED,",Rejection Letter Granted,EC,, 
686,687,SIA/HR/MIS/150751/2020,SEIAA/HR/2020/323 hard copy to be submitted,Proposed Group Housing Project Central Avenue,PRIMORIS REALTORS LLP,EC Granted,EC,, 
687,688,SIA/HR/MIS/103959/2019,SEIAA/HR/19/131,Revision & Expansion of Affordable Group Housing Colony Project,M/S SIGNATURE BUILDERS PVT LTD,EC Granted,EC,, 
688,689,SIA/HR/MIS/104968/2019,SEIAA/HR/19/148,"Proposed Warehouse Building for Non Agro Produce (Logistic) is planned at Revenue Estate of village Sidhrawali, tehsil- Manesar, District-Gurugram, Haryana",SH PAWAN KUMAR AND OTHERS,EC Granted,EC,, 
689,690,SIA/HR/MIS/105045/2019,SEIAA/HR/19/185 hard copy has to be submitted,Affordable Group Housing Colony,OCEAN SEVEN BUILDTECH PVT LTD,EC Granted,EC,, 
690,691,SIA/HR/MIS/106678/2019,SEIAA/HR/19/155 hard copy to be submitted,Commercial Colony at Village Hayatpur Sector 84 Gurugram Manesar Urban Complex District Gurugram Haryana developed by Ameya Commercial Projects Pvt Ltd,AMEYA COMMERCIAL PROJECTS PVT LTD,EC Granted,EC,, 
691,692,SIA/HR/MIS/78040/2022,SEIAA/HR/2022/119,Expansion of Residential Plotted Colony,ST PATRICKS REALTY PRIVATE LIMITED,EC Granted,EC,, 
692,693,SIA/HR/MIS/222428/2021,file No. SEIAA/HR/2021/443 has been generated,"Construction of “Independent Floors” at DLF Garden City, Village- Bhangrola, Mewka, Dhorka & Hayatpur, Sector- 91 & 92, Gurugram, Haryana by M/s DLF Utilities Limited.",M/S DLF UTILITIES LIMITED,EC Granted,EC,, 
693,694,SIA/HR/MIS/126140/2019,,"Residential colony "" Sushant Lok""",ANSAL HOUSING AND ESTATE PVT LTD,Delisted,EC,, 
694,695,SIA/HR/MIS/225622/2021,File No. SEIAA/HR/2021/457 hard copy to be submitt,"PROPOSED AFFORDABLE GROUP HOUSING AT SECTOR 102 , GURUGRAM",HABITAT TOWNSHIP PVT. LTD.,EC Granted,EC,, 
695,696,SIA/HR/THE/64259/2019,SEIAA/HR/19/260,Proposed 28 MW Cogen power plant,PANIPAT COOPERATIVE SUGAR MILLS LIMITED,Delisted,EC,, 
696,697,SIA/HR/MIS/275628/2022,SEIAA/HR/2022/192,"Modernization of Environment Clearance for Expansion of Warehouse for Storage of Non-agro Produce (Logistic) Project Revenue Estate of Village-Jamuvas, Tehsil-Taoru, District-Mewat, Haryana",SH MAHIPAL SINGH AND OTHERS,Rejection Letter Granted,EC,, 
697,698,SIA/HR/MIS/212035/2021,SEIAA/HR/2021/417 hard copy to be submitted by the,Commercial plotted colony,M/S. ROBUST BUIDWELL PVT. LTD.,EC Granted,EC,, 
698,699,SIA/HR/MIS/188252/2020,SEIAA/HR/2020/350 hard copy to be submitted,"PROPOSED AFFORDABLE GROUP HOUSING COLONY ON 6.46875 ACRES LAND, AT SECTOR 99A, GURUGRAM",PRIME INFRADEVELOPERS PVT. LTD.,EC Granted,EC,, 
699,700,SIA/HR/MIS/43144/2017,SEIAA/HR/VIO/19/13. Terms of references were appro,Group Housing Colony Project “EDGE TOWER AT RAMPRASTHA CITY” developed by M/s Ramprastha Promoters & Developers Pvt. Ltd.,RAMPRASTHA PROMOTERS & DEVELOPERS PVT. LTD.,EC Granted,EC,, 
700,701,SIA/HR/MIS/111471/2019,SEIAA/HR/19/181 hard copy to be submitted,Affordable group housing colony project,HL RESIDENCY PVT LTD,EC Granted - Processed offline,EC,, 
701,702,SIA/HR/MIS/166713/2020,SEIAA/HR/2020/316 hard copy to be submitted,Warehouse (non-agro),AKNB INFRACON PVT. LTD.,EC Granted,EC,, 
702,703,SIA/HR/MIS/105541/2019,SEIAA/HR/19/151 hard copy to be submitted,Group Housing Colony in the revenue estate of village Badshahpur Sector 69 Gurugram Manesar Urban Complex District Gurugram Haryana developed by Tulip Infratech Pvt Ltd,TULIP INFRATECH PRIVATE LIMITED,EC Granted,EC,, 
703,704,SIA/HR/MIS/244454/2021,SEIAA/HR/2021/496,"Expansion of Construction of “Independent Floors” at DLF Garden City, Village- Bhangrola, Mewka, Dhorka & Hayatpur, Sector- 91 & 92, Gurugram, Haryana",M/S DLF UTILITIES LIMITED,EC Granted,EC,, 
704,705,SIA/HR/NCP/57972/2020,SEIAA/HR/2022/204,"ENVIRONMENT CLEARANCE FOR PROPOSED EXPANSION OF PLOTTED COLONY ON 23.29999 ACRES LAND UNDER DDJAY SCHEME AT VILLAGE BEHRAMPUR AND ULLAWAS, SECTOR-61, GURUGRAM",M/S COMMANDER REALTORS PRIVATE LIMITED & OTHERS,EC Granted,EC,, 
705,706,SIA/HR/MIS/229079/2021,,Proposed Commercial Colony,M/S GODDARD BUILDERS AND CONSTRUCTIONS PVT. LTD,Delisted,EC,, 
706,707,SIA/HR/MIS/237046/2021,,"Proposed Shopping Mall (3.16 acres), at Sushant Lok III, Sector-57, Gurugram, Haryana",M/S PARYAPT INFRASTRUCTURE PVT. LTD.,Delisted,EC,, 
707,708,SIA/HR/MIS/101661/2019,,"Proposed Commercial Colony 'AIPL Joy Gallery, Sec-66, Badshahpur, Gurgaon",R.C. SOOD & COMPANY PVT. LTD.,Delisted,EC,, 
708,709,SIA/HR/MIS/102817/2019,SEIAA/HR/19/139 hard copy to be submitted,Proposed Affordable Group Housing,PYRAMID INFRATECH PRIVATE LIMITED,EC Granted,EC,, 
709,710,SIA/HR/MIS/96632/2019,"SEIAA/HR/19/50

Hard copy to be submitted","""Affordable Group Housing Colony” at Village-Nawada, Fatehpur, Sector 86, Gurugram, Haryana by M/s Pyramid Infratech Pvt. Ltd.",PYRAMID INFRATECH PRIVATE LIMITED,Delisted,EC,, 
710,711,SIA/HR/MIS/109272/2019,SEIAA/HR/19/174,Affordable Group Housing Colony Project,M/S. BD INFRADEVELOPERS PVT. LTD.,EC Granted - Processed offline,EC,, 
711,712,SIA/HR/MIS/115147/2019,SEIAA/HR/19/197 hard copy has to be submitted,Affordable Group Housing Colony Project,SIGNATURE INFRABUILD PVT LTD,EC Granted,EC,, 
712,713,SIA/HR/MIS/179845/2020,SEIAA/HR/19/217 hard copy to be submitted,"EXPANSION OF PROPOSED RESIDENTIAL PLOTTED COLONY AT SECTOR-89-90, VILLAGE HAYATPUR & BADHA, TEHSIL & DESTRICT GURUGRAM, HARYANA",ORRIS INFRASTRUCTURE PVT LTD.,EC Granted,EC,, 
713,714,SIA/HR/MIS/178569/2020,SEIAA/HR/2020/338 hard copy to be submitted,"Proposed Commercial Complex “Summit Plaza” (Retail, Cinema & Office) at Sector-54, DLF-5, Gurugram, Haryana by M/s DLF Limited  & Others",M/S DLF LIMITED  & OTHERS,EC Granted,EC,, 
714,715,SIA/HR/MIS/78835/2022,SEIAA/HR/2022/166,"Proposed Industrial Estate project in Sector-37 at Karnal, Haryana by HSIIDC Karnal, Haryana",HSIIDC KARNAL,EC Granted,EC,, 
715,716,SIA/HR/MIS/266567/2022,SEIAA/HR/2022/164,Affordable Group Housing Colony Project “BODH 79”,TOP HAVEN DEVELOPERS PRIVATE LIMITED,EC Granted,EC,, 
716,717,SIA/HR/MIS/64454/2021,SEIAA/HR/2021/471,Crystal City Logistics Park -1 (Warehouse/ Industrial Storage/ Logistics/ Assembling Park) project,CRYSTAL CITY DEVELOPERS PRIVATE LIMITED,EC Granted,EC,, 
717,718,SIA/HR/MIS/246115/2021,SEIAA/HR/2022/506,"Revision & Expansion of Commercial Colony (6.79375 acres) in the revenue estate of Village- Bajghera, Sector-114, Gurugram Manesar Urban Complex, Haryana",M/S CHINTELS INDIA PRIVATE LIMITED,EC Granted,EC,, 
718,719,SIA/HR/NCP/30398/2015,,"IT Park Colony, At Village Begampur Khatola, Sec 74, Gurgaon, Haryana",PENTHEA BUILDERS AND DEVELOPERS PVT LTD,Delisted,EC,, 
719,720,SIA/HR/NCP/75924/2018,SEIAA/HR/18/ 447 dated 25.07.2018.,Affordable Plotted Colony Project,FIDATO BUILDCON PVT LTD,Delisted,EC,, 
720,721,SIA/HR/MIS/272352/2022,SEIAA/HR/2022/209,Non Agro Warehouse Project by V Mart Retail Limited,V MART RETAIL LIMITED,EC Granted,EC,, 
721,722,SIA/HR/NCP/72288/2018,SEIAA/HR/18/380 dated 18.01.2018. Please submit th,"Expansion cum Modification of Commercial Complex (3.833 Acres) planned at village Virendra Gram & Sikanderpur Ghosi, Sector 26, Gurugram, Haryana by M/s Emaar MGF Land Ltd",EMAAR MGF,Delisted,EC,, 
722,723,SIA/HR/NCP/18464/2016,SEIAA/HR/16/285  dated 10.08.2016,Cyber Park Colony,BASIC DEVELEOPRS PVT LTD,EC Granted,EC,, 
723,724,SIA/HR/MIS/31301/2019,"SEIAA/HR/19/04
Hard copy to be submitted","IT Park ""Gateway Tower"" by M/s Dove Infrastructure Pvt Ltd",DOVE INFRASTRUCTURE PVT LTD,Delisted,EC,, 
724,725,SIA/HR/NCP/30496/2015,,"E.C. of Commercial Colony Project located at Village- Naurangpur, Sector-80,Gurgaon, Haryana by M/s R. P. Estates Pvt. Ltd",R. P. ESTATES PVT LTD,Delisted,EC,, 
725,726,SIA/HR/MIN/431756/2023,SEIAA/HR/2023/314,"Proposed Sand Mining project at Villages Jarauli, Nabipur, Khirajpur and Mohamadpur, Tehsil: Karnal, District: Karnal, State : Haryana (Mining lease area:  76.90 ha ) by M/s Tripta projects and Infrastructure through Gurpreet Singh Sabharwal",MOHIT GOYAL,For further consideration(SEIAA),EC,, 
726,727,SIA/HR/MIS/236901/2021,SEIAA/HR/2021/475,"Warehouse (Non-Agro Produce) Project at village- Bhora Kalan, Tehsil-Pataudi, Dist. Gurugram, Haryana by Sh. Raj Kumar & Others",SH RAJ KUMAR & OTHERS,EC Granted,EC,, 
727,728,SIA/HR/MIS/261858/2022,SEIAA/HR/2022/137,"Proposed Affordable Plotted Colony under Deen Dayal Jan Awas Yojna (DDJAY) 2016 of 5.00 Acres in the revenue estate of village-Maidawas, Sector-65, Gurugram, Haryana by M/s Countryside Properties Pvt. Ltd.",COUNTRY SIDE PROPERTIES PRIVATE LIMITED,EC Granted,EC,, 
728,729,SIA/HR/MIS/73771/2020,SEIAA/HR/2022/148,"Amalgamation of EC of Multi Level Car Paring and Commercial Building on 32.36 acres (DLF Downtown Gurugram), Sector-25A, Gurugram",DLF LIMITED,Rejection Letter Granted,EC,, 
729,730,SIA/HR/INFRA2/438492/2023,SEIAA/HR/2023/388,Hospital Project namely “Veda Hospital” by M/s Lalit Mohan Bansal,LALIT MOHAN BANSAL,EC Granted,EC,, 
730,731,SIA/HR/INFRA2/445261/2023,SEIAA/HR/2023/409,Mix Land Use Colony Project by M/s Ganga Global Homes Pvt. Ltd.,GANGA GLOBAL HOMES PRIVATE LIMITED,Under examination of SEIAA after SEAC,EC,, 
731,732,SIA/HR/MIS/31303/2019,,Expansion of warehouse for storage of non agriculture produce(logistics) by M/s Gokaldas Warehousing Corporation,GOKALDAS WAREHOUSING CORPORATION,Delisted,EC,, 
732,733,SIA/HR/NCP/21283/2017,SEIAA/HR/17/322 dated 27.03.2017,,KAISER LIFE,EC Granted - Processed offline,EC,, 
733,734,SIA/HR/NCP/62353/2017,SEIAA/HR/17/317 dated 16.02.2017,Revision & Expansion of Industrial/Logistics/Assembling Park,HCY INDUSTRIAL PARKS PVT. LTD.,EC Granted,EC,, 
734,735,SIA/HR/NCP/75599/2018,SEIAA/HR/18/ 430 dated 05.07.2018,"Setting up of Commercial complex
At- village- Badshahpur, Sector-69, Gurgaon, Haryana
by Sirur Developers LLP (Formerly known as Sirur
Developers Pvt. Ltd.)",SIRUR DEVELOPERS LLP,EC Granted - Processed offline,EC,, 
735,736,SIA/HR/MIS/161088/2020,SEIAA/HR/2020/290 hard copy to be submitted,"Expansion of Affordable Group Housing located at Village-Kadarpur, Sector-63A, Gurugram, Haryana",SIGNATURE GLOBAL (INDIA) PVT LTD,Rejection Letter Granted,EC,, 
736,737,SIA/HR/NCP/41484/2015,SEIAA/HR/19/195 hard copy has t o submit. TOR was,"Industrial Estate Phase- III (Industrial Model Township), Tehsil Sampla, Rohtak, Haryana by M/s HSIIDC",HSIIDC,EC Granted,EC,, 
