"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"131",4,"SIA/RJ/MIN/57326/2016","","Masonry Stone Mining Project, M. L. No. 06/07, M. L. Area 1.00 ha. Near Village: Hathipura , Tehsil-Bassi, District- Jaipur (Rajasthan","GUDDI GUPTA","Under examination of SEIAA - Processed offline","EC",NA
"132",5,"SIA/RJ/MIN/57327/2016","","Quartz & Feldspar Mining Project, M. L. No. 07/2008, Area 4.17 ha. Villages: Kaliba Ki Dhani Tehsil: Kotputli, District: Jaipur (Raj.) by Shri Rohitasva Singh Shekhawat","ROHITASVA SINGH","Under examination of SEIAA - Processed offline","EC",NA
"133",6,"SIA/RJ/MIN/57376/2016","","M/S RAJASTHAN MARBLE & MINERALS","OVERSEAS MIN TECH CONSULTANT","Under examination of SEIAA - Processed offline","EC",NA
"134",7,"SIA/RJ/MIN/54000/2016","","Proposed Sand Stone Quarry Boundary QL No. 13 Kalore Old Teh. Shergarh Distt. Jodhpur
Cluster No. 14","JHAMU DEVI WO UDA RAM","Under examination of SEIAA - Processed offline","EC",NA
"135",8,"SIA/RJ/MIN/54008/2016","","BALESAR SANDSTONE MINING PROJECT","SHRI MOHANRAM","Under examination of SEIAA - Processed offline","EC",NA
"136",9,"SIA/RJ/MIN/54009/2016","","M/s Dhanlaxmi Kota Stone Pvt. Ltd., Chechat Limestone (Building Stone) Mine, ML No. – 05/11, Area-4.00 Hectare, N/v – Chechat, Tehsil – Ramganjmandi, District – Kota , Rajasthan","DHANLAXMI KOTA STONE PVT LTD","Under examination of SEIAA - Processed offline","EC",NA
"137",10,"SIA/RJ/MIN/54010/2016","","Proposed sand stone quarry boundary QL no. 149 kalore-A Teh. shergarh Distt. jodhpur
cluster no. 15","MOTI RAM","Under examination of SEIAA - Processed offline","EC",NA
"138",1,"SIA/RJ/MIN/52727/2016","","Quartz & Feldspar Mine ( M L NO. 39/05 )","MANISH NAHAR","Under examination of SEIAA - Processed offline","EC",NA
"139",2,"SIA/RJ/MIN/39438/2016","","Proposed Soyla Quartz & Feldspar Mine,M.L.No-347/2006,Production Capacity-17171 TPA,M.L.Area-4.5776 Ha","SH GAURAV RAJ SHARMA","Under examination of SEIAA - Processed offline","EC",NA
"140",3,"SIA/RJ/MIN/39453/2016","","Masonry Stone Mining Project (ML No.680/07)","MS BALAJI ENTERPRISES","Under examination of SEIAA - Processed offline","EC",NA
"141",4,"SIA/RJ/MIN/39460/2016","","Sawa new ql area (plot no 11)","RADHADEVI","Under examination of SEIAA - Processed offline","EC",NA
"142",5,"SIA/RJ/MIN/223583/2021","15713","BUCHARA MASONARY STONE  MINING PROJECT (PLOT NO. 03)","SMT. SAPNA SHARMA","EC Granted","EC",NA
"143",6,"SIA/RJ/MIN/270298/2022","17009","M/s Raffle Stones LLP Quartz & Feldspar Mining Project M.L No:- 34/2022 & Ref.No.20221000052105","RAFFLE STONES LLP","EC Granted","EC",NA
"144",7,"SIA/RJ/MIN/39509/2016","","Quartz & Feldspar Mining Project (M.L. No. – 12/99, Area – 4.90 Ha.) located n/v - Mephliyas, Tehsil-Asind, District-Bhilwara, Rajasthan of Shri Atmaram Choudhary.","ATMARAM CHOUDHARY","Under examination of SEIAA - Processed offline","EC",NA
"145",8,"SIA/RJ/MIN/39528/2016","","Manpura old ql area (plot no 670)","GOPI LAL","Under examination of SEIAA - Processed offline","EC",NA
"146",9,"SIA/RJ/MIN/39549/2016","","MANPURA OLD LIMESTONE KHANDA FARSI (PLOT NO.-593)","FAYAZ KHA","Under examination of SEIAA - Processed offline","EC",NA
"147",10,"SIA/RJ/MIN/39569/2016","","Sawa old ql area (plot no. 259)","KOMAL SINGH","Under examination of SEIAA - Processed offline","EC",NA
"148",1,"SIA/RJ/MIN/57016/2016","","Sapol Marble Mine, (47/08)","VIKRAMADITYA MARBLE PVT LTD","Under examination of SEIAA - Processed offline","EC",NA
"149",2,"SIA/RJ/MIN/38231/2019","11774","SANJAY BHARDWAJ PLOT 35","SANJAY BHARDWAJ","EC Granted - Processed offline","EC",NA
"150",3,"SIA/RJ/MIS/61228/2016","","Shubh Aangan Pusph","ASHISH AGARWAL AND RENU AGARWAL","Under examination of SEIAA - Processed offline","EC",NA
"151",4,"SIA/RJ/MIN/36520/2015","","MASONRY STONE MINING PROJECT-74/07","OMVATI","Under examination of SEIAA - Processed offline","EC",NA
"152",5,"SIA/RJ/MIN/36538/2015","","Quartz & Feldspar Mining Project (ML No. 162/2005)","REKHA GANESHGADIA","TransferToDEIAA","EC",NA
"153",6,"SIA/RJ/MIN/36570/2015","","Chilachaund SIlica Sand Mine 60/2006","NARESH PURI  GOSWAMI","Under examination of SEIAA - Processed offline","EC",NA
"154",7,"SIA/RJ/MIN/36638/2015","","Masonry Stone Mining Project (ML No 64/1998)","SHRI KAILASH CHAND AGARWAL","Under examination of SEIAA - Processed offline","EC",NA
"155",8,"SIA/RJ/MIN/43224/2019","12555","Kankar and  Graval Mining Project By Shri Mahendra Siyag S/o Shri Kesraram Siyag, Reference No- 201810000482, At Near Village- Sarah Buchawas, Tehsil- Lunkaransar, Distt- Bikaner ( Raj.)","SH MAHENDRA SIYAG","EC Granted - Processed offline","EC",NA
"156",9,"SIA/RJ/MIN/43323/2019","12563","Shri Ramchandra Devkishan Nagda Ghati Granite Mining Project   (M.L No. 14/2019)","SHRI RAMCHANDRA DEVKISHAN NAGDA","EC Granted - Processed offline","EC",NA
"157",10,"SIA/RJ/MIN/161370/2020","14133","Masonry Stone Mining Project (ML Area 1.0 ha and M L No-384/07) with production capacity of 1,00,000 TPA located Near Village – Kantiya, Tehsil- Dantaramgarh, Distt- Sikar, (Rajasthan)  by Shri Rajendra Kumar Sharma","SH. RAJENDRA KUMAR SHARMA","Delisted","EC",NA
"158",1,"SIA/RJ/MIN/48660/2016","","QL NO. 601 PABUMAGRA SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"159",2,"SIA/RJ/MIN/48662/2016","","QL NO. 747 KERU SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"160",3,"SIA/RJ/MIN/48665/2016","","QL NO. 749 KERU SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"161",4,"SIA/RJ/MIN/52094/2019","14287","Daruda Masonry Stone Mine Cluster Area. (Plot no.-12)","POONAM KANWAR  12","EC Granted","EC",NA
"162",5,"SIA/RJ/MIN/39769/2016","","Suhari Masonry Stones Mine” (ML No.: 89/2007) of Sh. Govind Gupta at near village: Suhari, Tehsil: Weir, District: Bharatpur (Rajasthan)","GEO PLANET SOLUTIONS","Under examination of SEIAA - Processed offline","EC",NA
"163",6,"SIA/RJ/MIN/39772/2016","","masonary stone mining project.
ML no- 20/1999
area- 1.00 hect.
Lessee- Kalu Ram Meena","KALURAM MEENA","TransferToDEIAA","EC",NA
"164",7,"SIA/RJ/MIN/52647/2016","","Limestone (Flooring) Mine, ML No. 392/2005","RAMA MEHRA","Under examination of SEIAA - Processed offline","EC",NA
"165",8,"SIA/RJ/MIN/52706/2016","","Selwara MArble Mine Project (M.L. No. 107/94) area 1.00 Hectt.","HANSRAJ AGARWAL","Under examination of SEIAA - Processed offline","EC",NA
"166",9,"SIA/RJ/MIN/39477/2016","","Masonary Stone Mining Project, M.L. No.43/2006, Near Village-Thadi, Tehsil-Bonli, District-Sawai Madhopu, Name-Dinesh Chand Sharma,","DINESH CHAND SHARMA","Under examination of SEIAA - Processed offline","EC",NA
"167",10,"SIA/RJ/MIN/39479/2016","","Harsolav masonry stone mine (ML No 21/1996)","RUPA RAM","Under examination of SEIAA - Processed offline","EC",NA
"168",1,"SIA/RJ/MIN/49725/2016","","QL NO. 566 KERU SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"169",2,"SIA/RJ/MIN/49765/2016","","Shivrati Quartz And Feldspar mining Project (M.L. No. 627/06) Area 4.43 Hectt.","HITESH KHIMJI BHAI REYANI","Under examination of SEIAA - Processed offline","EC",NA
"170",3,"SIA/RJ/MIN/36787/2015","F/SEIAA/OLRJEC/2016/441","Nath Ji Ka Khera Quartz & Feldspar Mining Project (ML No. 1094/11)","MANJU DEVI VYAS","TransferToDEIAA","EC",NA
"171",4,"SIA/RJ/MIN/54188/2016","","Sandstone Mining Project (Q.L. No.1763)","PADAM KAVAR","Under examination of SEIAA - Processed offline","EC",NA
"172",5,"SIA/RJ/MIN/35662/2015","","Mining Of Mitrapura Masonary Stone Mine (ML No. 104A/2005)","ANIL KUMAR GOYAL","TransferToDEIAA","EC",NA
"173",6,"SIA/RJ/MIN/56631/2016","","QL NO 1314 BHOMIYA JI KA THAN SAND STONE MINING PROJECT","SHRIMATI KAMLA DEVI JI","Under examination of SEIAA - Processed offline","EC",NA
"174",1,"SIA/RJ/MIN/39585/2016","F/SEIAA/OLRJEC/2016/1584","Masonry Stone Mining Project (M.L.No. 226/2006)","MSHIV SHAKIT STONE CRUSHER","TransferToDEIAA","EC",NA
"175",2,"SIA/RJ/IND2/174636/2020","494","Proposed Active Pharmaceutical Ingredients (API) Manufacturing Unit ""Abcures Biosciences LLP""","ABCURES BIOSCIENCES LLP","EC Granted - Processed offline","EC",NA
"176",3,"SIA/RJ/MIN/44661/2019","12877","Jankipura Granite Mine","M/S RATHI GRANITE&MARBLE PVT. LTD.","EC Granted - Processed offline","EC",NA
"177",4,"SIA/RJ/MIN/44836/2019","12907","Masonry Stone Mining Project (M.L. No.- 7/2019, Plot No. 5, Area – 1.0 Ha.) Near village –Ugariyawas, Tehsil– Dudu, District – Jaipur (Rajasthan)","ADAPT INFRA PRIVATE LIMITED","EC Granted - Processed offline","EC",NA
"178",5,"SIA/RJ/MIN/40137/2016","","Sand Stone Mining Project (M.L. No. – 370/2002, Area – 4.12 Ha., located n/v- Bansi Paharpur, Tehsil - Roopwas, District - Bharatpur, Rajasthan of Shri Vijay Kumar Gupta.","LAKHMI CHAND GUPTA","Under examination of SEIAA - Processed offline","EC",NA
"179",6,"SIA/RJ/MIN/40190/2016","","Ordinary Clay minning Project
ML No.-55-06
Area-1.1352Hect.
Lessee-Smt. Janki Devi","JANKI DEVI","Under examination of SEIAA - Processed offline","EC",NA
"180",7,"SIA/RJ/MIN/40745/2016","","KACHRIYA KHEDI-C LIMESTONE Q.L. AERA(PLOT NO.-D-32)","GOPAL PURI","Under examination of SEIAA - Processed offline","EC",NA
"181",8,"SIA/RJ/MIN/52690/2016","","Masonary Stone Mine ( M L NO. 293/2009 )","KANCHAN DEVI","Under examination of SEIAA - Processed offline","EC",NA
"182",9,"SIA/RJ/MIN/39444/2016","","Shitla ka Chora Patti katla Quarry licance Area (Q.L. No-75)","SH PRAKASH CHANDRA RANKA","Under examination of SEIAA - Processed offline","EC",NA
"183",10,"SIA/RJ/MIN/39445/2016","","MANPURA OLD LIMESTONE KHANDA FARSI ( PLOT NO-599)","KAMALA","Under examination of SEIAA - Processed offline","EC",NA
"184",1,"SIA/RJ/MIN/37663/2019","12843","Proposed Masonry Stone (Minor Mineral) Mining Lease (M.L. No. 3/2017, ML Area 3.0 Ha), Khasra No. 116,278, Village: Manki, Tehsil: Ramgarh, District: Alwar (Rajasthan) of Shri Amit Bindal S/o Shri Sat","SHRI AMIT BINDAL","EC Granted - Processed offline","EC",NA
"185",2,"SIA/RJ/MIN/129458/2019","13150","SONAILAKHA Bajari Mine Area. Ref No 20191000010603","SHR DALLA RAM","EC Granted - Processed offline","EC",NA
"186",3,"SIA/RJ/MIN/129575/2019","After examination of the proposal, following discr","Mangla Bajari Mine","SH. MOOLA RAM","Delisted","EC",NA
"187",4,"SIA/RJ/MIN/181392/2020","14527","Environmental Clearance for STP For Masonry Stone Mining Project (STP Area-1.00 ha Plot No.-04/2020) with production capacity of 2,00,000 Tonnes for STP Period located at Near Village-Ekalsinga, Tehsil-Bhinay, Distt.-Ajmer(Rajasthan) by M/s. Modern R","MODERN ROAD MAKERS PVT. LTD.","EC Granted - Processed offline","EC",NA
"188",5,"SIA/RJ/MIN/56911/2016","","SILICA SAND MINING PROJECT 
Near Village Parewar, Tehsil & District-Jaisalmer, Rajasthan
ML No. (355/2013), Applicant- Shri Rahul Vyas","ENVIRTA","Under examination of SEIAA - Processed offline","EC",NA
"189",6,"SIA/RJ/MIN/56922/2016","","Rampuriya Naya Quartz,Feldspar & Mica Mining Project","VINAY KUMAR MEHTA","Under examination of SEIAA - Processed offline","EC",NA
"190",7,"SIA/RJ/MIN/56930/2016","","Jamoli Quartz-Feldspar Mining Project ML.NO.- 507/2006 Area-4.01ha","KISHAN KNWAR","Under examination of SEIAA - Processed offline","EC",NA
"191",8,"SIA/RJ/MIN/56989/2016","","Piplantri Marble Mine, (19/09)","HIMMAT SINGH CHOUHAN","Under examination of SEIAA - Processed offline","EC",NA
"192",9,"SIA/RJ/MIN/57012/2016","","Masonry stone Mining Project of,Ganpati Stone Crusher,Ml.No.403/2002,N/v-Hathipura,Tehsil-Bassi,Distt-Jaipur","MS GANPATI STONE CRUSHER","Under examination of SEIAA - Processed offline","EC",NA
"193",3,"SIA/RJ/MIN/57311/2016","","Limestone Mining Project, M. L. No. 44/94, M. L. Area 1.3223 ha. Near Village: Dhaniwara, Tehsil-Jamwa Ramgarh, District- Jaipur (Rajasthan)","ARPIT MARBLE PRIVATE LIMITED","Under examination of SEIAA - Processed offline","EC",NA
"194",4,"SIA/RJ/MIN/57331/2016","","Masonry Stone Mining Project of Shri Mukesh Agarwal (M.L.No. 08/2003, Lease Area – 1.0 Ha.), Located near village - Hathipura, Tehsil - Bassi, District - Jaipur, Rajasthan (Rajasthan)","SHRI MUKESH AGARWAL","Under examination of SEIAA - Processed offline","EC",NA
"195",5,"SIA/RJ/MIN/57362/2016","","M/S  BHAGWATI  “Limestone Mine, M.L.No. – 55/2001","OVERSEAS MIN TECH CONSULTANT","Under examination of SEIAA - Processed offline","EC",NA
"196",6,"SIA/RJ/MIN/57386/2016","","Masonry Stone Mining Project
ML No.-185/07","MOHAMMAD AMWAR","Under examination of SEIAA - Processed offline","EC",NA
"197",7,"SIA/RJ/MIN/165839/2020","14177","SMT. SUPYAR KANWAR [MASONRY STONE MINING PEOJECT, M.L. NO. 02/2019, N/V-BHANKRI MOULAS, TEHSIL-PARBATSAR, DISTRICT-NAGAUR, RAJASTHAN]","SMT. SUPYAR KANWAR","EC Granted - Processed offline","EC",NA
"198",8,"SIA/RJ/MIN/166034/2020","","“Masonary Stone Mining Project” (ML Area-2.0 ha. and Reference No.-2018100001748 with production capacity of 72188 TPA located at Near Village-Santok Nagar, Tehsil-Bapini, Distt.-Jodhpur, (Rajasthan) by Shri Nimba Ram S/o Shri Mota Ram","SHRI  NIMBA  RAM","Delisted","EC",NA
"199",9,"SIA/RJ/MIN/53994/2016","","New Sanawara Granite Mining project of M.L. No. 25/2013","LALIT KUMAR TATER","Under examination of SEIAA - Processed offline","EC",NA
"200",10,"SIA/RJ/MIN/53996/2016","","Proposed Sand Stone Quarry Mine QL No. 12 Kalore Old Teh. Shergarh Distt. Jodhpur
Cluster No. 14","JHAMU DEVI","Under examination of SEIAA - Processed offline","EC",NA
"201",1,"SIA/RJ/MIN/56612/2016","","QL NO 256 KALOR A SAND STONE MINING PROJECT","SH AMLAKH RAM","Under examination of SEIAA - Processed offline","EC",NA
"202",2,"SIA/RJ/MIN/56671/2016","","QL NO 1271 BHOMIYA JI KA THAN SAND STONE MINING PROJECT","SHRI SATA RAM JI","Under examination of SEIAA - Processed offline","EC",NA
"203",3,"SIA/RJ/MIN/56681/2016","","QL NO 280 SHRI ABDUL RASHID BHOMIYA JI KA THAN SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"204",4,"SIA/RJ/MIN/56682/2016","","QL NO 5 SHRI HAMEER SINGH GIRJO KI KHO SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"205",5,"SIA/RJ/MIN/27667/2017","","SMT. SHIKHA MODI","SMTSHIKHA MODI","Under examination of SEIAA - Processed offline","EC",NA
"206",6,"SIA/RJ/MIN/57050/2016","","Quartz, Feldspar& Mica Mning Project, M.l No. 15/2002, Area 4.90 Hect., N/v - Chotkiyon Ki Dhani, Tehsil - Kotputli, District - Jaipur, (Raj.)","MAHENDRA KUMAR GOYAL","Under examination of SEIAA - Processed offline","EC",NA
"207",7,"SIA/RJ/MIN/57118/2016","","QL NO 900 SHRI LUNA RAM (KALOR A) SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"208",8,"SIA/RJ/MIN/45640/2019","13043","Dhaneshwar Sandstone Mining Project","SH. PRATEEK SHAKHAVATIYA","EC Granted - Processed offline","EC",NA
"209",9,"SIA/RJ/MIN/45816/2019","13024","“Bajri Mining Project, (Ref. No. 20191000010167)”","SHANTI","EC Granted - Processed offline","EC",NA
"210",10,"SIA/RJ/MIN/40550/2016","","Marble Stone Mining Project","SHASHI AGGARWAL","Under examination of SEIAA - Processed offline","EC",NA
"211",1,"SIA/RJ/MIN/149436/2020","14117","Quartz, Feldspar, Silica Sand & Masonry Stone Mining Project (ML Area 4.48 ha and M L No-39/2001) with production capacity of 222221 TPA located Near Village – Hirwala, Tehsil- Neem Ka Thana, Distt- S","MISS RITU SHARMA","EC Granted - Processed offline","EC",NA
"212",2,"SIA/RJ/MIN/53949/2016","","Silica Sand Mine project (ML No: 182/13)","MAHENDRA KUMAR SINGH","Under examination of SEIAA - Processed offline","EC",NA
"213",3,"SIA/RJ/MIN/53973/2016","","Proposed sand stone quarry mine QL no. 753 kalore-A
teh.shergarh distt. jodhpur","PEMARAM SO JASARAM","Under examination of SEIAA - Processed offline","EC",NA
"214",4,"SIA/RJ/MIN/53986/2016","","Proposed sand stone Quarry mine QL No. 21 Kalore Old
Teh. Shergarh Distt. Jodhpur","UDA RAM SO AMOLAK RAM","Under examination of SEIAA - Processed offline","EC",NA
"215",5,"SIA/RJ/MIN/54006/2016","","FELDSPAR & QUARTZ MINES M.L. NO. 493/2012 NEAR VILLAGE DHOLI TEHSIL ASIND DISTT. BHILWARA","ARYA MINING  CORPORATION","Under examination of SEIAA - Processed offline","EC",NA
"216",6,"SIA/RJ/MIN/57572/2016","","Masonry Stone Mining Project (ML No. 117/2006)","M/S SUPREME INFRASTRUCTURE INDIA LTD.,","Under examination of SEIAA - Processed offline","EC",NA
"217",7,"SIA/RJ/MIN/39605/2016","","Masonry Stone Mine” (ML No.: 205/2004) at near village: Kair, Tehsil:Bayana, District: Bharatpur (Rajasthan)","GEO PLANET SOLUTIONS","Under examination of SEIAA - Processed offline","EC",NA
"218",8,"SIA/RJ/MIN/39640/2016","","Bikriya Patti katla Quarry licence Area (Q.L. No-14)","SH RAMPRASAD MEENA","Under examination of SEIAA - Processed offline","EC",NA
"219",9,"SIA/RJ/MIN/39642/2016","","Bikriya Patti Katla Quarry licence Area (Q.L. No-15)","SH RAMPRASAD MEENA","Under examination of SEIAA - Processed offline","EC",NA
"220",10,"SIA/RJ/MIN/39644/2016","","Parbatsar Masonry Stone Mine","MS JAISHREE STONE CRUSHER","Under examination of SEIAA - Processed offline","EC",NA
"221",1,"SIA/RJ/MIN/93654/2019","","Sanpur Granite Mining Project 
 Ref No 201800001163","SH KALU RAM JI","Delisted","EC",NA
"222",2,"SIA/RJ/MIN/164888/2020","14118","MS Bahali Minerals Mining Project","MS BAHALI MINERALS MINING","EC Granted - Processed offline","EC",NA
"223",3,"SIA/RJ/MIN/198473/2021","15065","Proposed Granite Mining Project M.L.No. 47/2020","SHRI NAND LAL LODHA","EC Granted - Processed offline","EC",NA
"224",4,"SIA/RJ/MIN/94813/2019","11441","M/s Mahaveer Minerals & Granites  
Ghati Granite Mining Project (ML No. 38/2018) (Reference No-201810000812)","M/S MAHAVEER MINERALS & GRANITES","EC Granted - Processed offline","EC",NA
"225",5,"SIA/RJ/MIN/94827/2019","11435","Mahasingh Ji Ka Khera Granite Mining Project ML No. 25/2018 (Reference no.- 201810000629)","SHRI GOVIND SINGH CHUNDAWAT","EC Granted - Processed offline","EC",NA
"226",6,"SIA/RJ/MIN/94838/2019","11478","Shri Manohar Lal Kothari, Heerakhera Granite Mining Project  ML NO.12/2018 
(Reference no.- 201810000419) & Khasra no.- 304, 307, 308, 309","SHRI MANOHAR LAL KOTHARI","WithdrawEC","EC",NA
"227",7,"SIA/RJ/MIN/53507/2016","","Khapron ka Khera Quartz & Feldspar Mining Project 
ML No. 481/2007
Area 4.3841","DEU LUHAR","Under examination of SEIAA - Processed offline","EC",NA
"228",8,"SIA/RJ/MIN/53521/2016","","QL. NO. 393 FIDUSAR SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"229",9,"SIA/RJ/MIN/53525/2016","","QL. NO. 1170 BALSAMAND, FIDUSAR SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"230",10,"SIA/RJ/MIN/53526/2016","","QL. NO. 1162 BALSAMAND, FIDUSAR SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"231",1,"SIA/RJ/MIN/133009/2019","13292","shivnagar granite applied ml area (ML no 143/2018)","SAYRI DEVI CO APP RAMKUNWAR SHIVLAL RANJIT KANHAIYA LAL JAT","EC Granted - Processed offline","EC",NA
"232",5,"SIA/RJ/MIN/40576/2016","","MASONRY STONE MINING PROJECT M.L.NO.-126/07","TANVEER ANWAR","Under examination of SEIAA - Processed offline","EC",NA
"233",6,"SIA/RJ/MIN/40580/2016","","Marble Mine Project  (ML No. 594/88)of Karni Marble, Village: Kalsi Kala Guwara Tehsil:Thanagazi, District-Alwar (Rajasthan","GEO PLANET SOLUTIONS","Under examination of SEIAA - Processed offline","EC",NA
"234",7,"SIA/RJ/MIN/40607/2016","","BINOTA -A LIMESTONE Q.L. AERA (PLOT NO.-161)","MR KAILASH CHANDRA","Under examination of SEIAA - Processed offline","EC",NA
"235",8,"SIA/RJ/MIN/40615/2016","","BINOTA-A  LIMESTONE Q.L. AERA (PLOT NO.-111)","MR BHAGWATI LAL","Under examination of SEIAA - Processed offline","EC",NA
"236",9,"SIA/RJ/MIN/40662/2016","","NEW TATER MALA LIMESTONE Q.L.AERA 9PLOT NO.-87)","SATAYNARAYAN","Under examination of SEIAA - Processed offline","EC",NA
"237",10,"SIA/RJ/MIN/94196/2019","11378","Proposed Masonry Stone STP-08 ,(STP Area- 0.9483 Hectare) Khasra No.–355/3 at Near Village Bitnokh, Tehsil- Kolayat, District- Bikaner (Rajasthan) by applicant M/S G.R. Infra Projects Limited.","MS GR INFRA PROJECTS LIMITED","WithdrawEC","EC",NA
"238",1,"SIA/RJ/MIN/45646/2019","","M/s Bentonite Microns Pvt. Ltd., Fatehpura Siliceous Earth Mining Project (M.L. No.- 17/2012)","M/S BENTONITE MICRONS PVT. LTD.","Delisted","EC",NA
"239",2,"SIA/RJ/MIN/45726/2019","12930","Masonry stone Mining Project","SHRI ARUN KUMAR SAINI","Delisted","EC",NA
"240",3,"SIA/RJ/MIN/40522/2016","","Kheri Masonary Stone Mine ( M L No. 16/09)","JAI SINGH RAJPUT","TransferToDEIAA","EC",NA
"241",4,"SIA/RJ/MIN/40541/2016","","Sand Stone Mine Project (ML No. 13/2000) of Jagmohan Sharma, Sirrond, Roopwas, Bharatpur","GEO PLANET SOLUTIONS","Under examination of SEIAA - Processed offline","EC",NA
"242",5,"SIA/RJ/MIN/40549/2016","","Marble Mine, ML NO 27/2011","SUPREME STONE MINE INDIA PVT LTD","Under examination of SEIAA - Processed offline","EC",NA
"243",6,"SIA/RJ/MIN/40599/2016","","Vanai Marble Mine","MANJULA JAIN","TransferToDEIAA","EC",NA
