,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
73,SIA/OR/MIN/250588/2022,SIA/OR/MIN/250588/2022,SIA/OR/MIN/250588/2022,SIA/OR/MIN/250588/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,SIA/OR/MIN/250434/2022,SIA/OR/MIN/250434/2022,SIA/OR/MIN/250434/2022,SIA/OR/MIN/250434/2022,SIA/OR/MIN/250434/2022,SIA/OR/MIN/250434/2022,SIA/OR/MIN/250434/2022,SIA/OR/MIN/250434/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,SIA/OR/MIN/272946/2022,SIA/OR/MIN/272946/2022,SIA/OR/MIN/272946/2022,SIA/OR/MIN/272946/2022,SIA/OR/MIN/272946/2022,SIA/OR/MIN/272946/2022,SIA/OR/MIN/272946/2022,SIA/OR/MIN/272946/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SIA/OR/MIN/253896/2022,SIA/OR/MIN/253896/2022,SIA/OR/MIN/253896/2022,SIA/OR/MIN/253896/2022,SIA/OR/MIN/253896/2022,SIA/OR/MIN/253896/2022,SIA/OR/MIN/253896/2022,SIA/OR/MIN/253896/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SIA/OR/MIS/152489/2020,SIA/OR/MIS/152489/2020,SIA/OR/MIS/152489/2020,SIA/OR/MIS/152489/2020,SIA/OR/MIS/152489/2020,SIA/OR/MIS/152489/2020,SIA/OR/MIS/152489/2020,SIA/OR/MIS/152489/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,SIA/OR/MIN/237334/2021,SIA/OR/MIN/237334/2021,SIA/OR/MIN/237334/2021,SIA/OR/MIN/237334/2021,SIA/OR/MIN/237334/2021,SIA/OR/MIN/237334/2021,SIA/OR/MIN/237334/2021,SIA/OR/MIN/237334/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,SIA/OR/MIN/238606/2021,SIA/OR/MIN/238606/2021,SIA/OR/MIN/238606/2021,SIA/OR/MIN/238606/2021,SIA/OR/MIN/238606/2021,SIA/OR/MIN/238606/2021,SIA/OR/MIN/238606/2021,SIA/OR/MIN/238606/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,SIA/OR/MIN/64155/2021,SIA/OR/MIN/64155/2021,SIA/OR/MIN/64155/2021,SIA/OR/MIN/64155/2021,SIA/OR/MIN/64155/2021,SIA/OR/MIN/64155/2021,SIA/OR/MIN/64155/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,SIA/OR/MIS/137014/2020,SIA/OR/MIS/137014/2020,SIA/OR/MIS/137014/2020,SIA/OR/MIS/137014/2020,SIA/OR/MIS/137014/2020,SIA/OR/MIS/137014/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,SIA/OR/MIN/248981/2021,SIA/OR/MIN/248981/2021,SIA/OR/MIN/248981/2021,SIA/OR/MIN/248981/2021,SIA/OR/MIN/248981/2021,SIA/OR/MIN/248981/2021,SIA/OR/MIN/248981/2021,SIA/OR/MIN/248981/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,SIA/OR/MIN/228268/2021,SIA/OR/MIN/228268/2021,SIA/OR/MIN/228268/2021,SIA/OR/MIN/228268/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,SIA/OR/MIN/246398/2021,SIA/OR/MIN/246398/2021,SIA/OR/MIN/246398/2021,SIA/OR/MIN/246398/2021,SIA/OR/MIN/246398/2021,SIA/OR/MIN/246398/2021,SIA/OR/MIN/246398/2021,SIA/OR/MIN/246398/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,SIA/OR/MIN/246380/2021,SIA/OR/MIN/246380/2021,SIA/OR/MIN/246380/2021,SIA/OR/MIN/246380/2021,SIA/OR/MIN/246380/2021,SIA/OR/MIN/246380/2021,SIA/OR/MIN/246380/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,SIA/OR/MIN/249414/2022,SIA/OR/MIN/249414/2022,SIA/OR/MIN/249414/2022,SIA/OR/MIN/249414/2022,SIA/OR/MIN/249414/2022,SIA/OR/MIN/249414/2022,SIA/OR/MIN/249414/2022,SIA/OR/MIN/249414/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,SIA/OR/MIN/272186/2022,SIA/OR/MIN/272186/2022,SIA/OR/MIN/272186/2022,SIA/OR/MIN/272186/2022,SIA/OR/MIN/272186/2022,SIA/OR/MIN/272186/2022,SIA/OR/MIN/272186/2022,SIA/OR/MIN/272186/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,SIA/OR/MIN/251390/2022,SIA/OR/MIN/251390/2022,SIA/OR/MIN/251390/2022,SIA/OR/MIN/251390/2022,SIA/OR/MIN/251390/2022,SIA/OR/MIN/251390/2022,SIA/OR/MIN/251390/2022,SIA/OR/MIN/251390/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,SIA/OR/MIN/59702/2021,,,,,,,
90,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,SIA/OR/MIN/61542/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,SIA/OR/MIN/60986/2021,,,,,,,,
92,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,SIA/OR/MIN/272909/2022,SIA/OR/MIN/272909/2022,SIA/OR/MIN/272909/2022,SIA/OR/MIN/272909/2022,SIA/OR/MIN/272909/2022,SIA/OR/MIN/272909/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,SIA/OR/MIN/252408/2022,SIA/OR/MIN/252408/2022,SIA/OR/MIN/252408/2022,SIA/OR/MIN/252408/2022,SIA/OR/MIN/252408/2022,SIA/OR/MIN/252408/2022,SIA/OR/MIN/252408/2022,SIA/OR/MIN/252408/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,SIA/OR/MIN/273900/2022,SIA/OR/MIN/273900/2022,SIA/OR/MIN/273900/2022,SIA/OR/MIN/273900/2022,SIA/OR/MIN/273900/2022,SIA/OR/MIN/273900/2022,SIA/OR/MIN/273900/2022,SIA/OR/MIN/273900/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,SIA/OR/MIS/274193/2022,SIA/OR/MIS/274193/2022,SIA/OR/MIS/274193/2022,SIA/OR/MIS/274193/2022,SIA/OR/MIS/274193/2022,SIA/OR/MIS/274193/2022,SIA/OR/MIS/274193/2022,SIA/OR/MIS/274193/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,SIA/OR/MIN/215287/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,SIA/OR/MIN/249698/2022,SIA/OR/MIN/249698/2022,SIA/OR/MIN/249698/2022,SIA/OR/MIN/249698/2022,SIA/OR/MIN/249698/2022,SIA/OR/MIN/249698/2022,SIA/OR/MIN/249698/2022,SIA/OR/MIN/249698/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,SIA/OR/MIN/58690/2020,SIA/OR/MIN/58690/2020,SIA/OR/MIN/58690/2020,SIA/OR/MIN/58690/2020,SIA/OR/MIN/58690/2020,SIA/OR/MIN/58690/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,SIA/OR/MIN/75356/2020,SIA/OR/MIN/75356/2020,SIA/OR/MIN/75356/2020,SIA/OR/MIN/75356/2020,SIA/OR/MIN/75356/2020,SIA/OR/MIN/75356/2020,SIA/OR/MIN/75356/2020,SIA/OR/MIN/75356/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,SIA/OR/MIN/226952/2021,SIA/OR/MIN/226952/2021,SIA/OR/MIN/226952/2021,SIA/OR/MIN/226952/2021,SIA/OR/MIN/226952/2021,SIA/OR/MIN/226952/2021,SIA/OR/MIN/226952/2021,SIA/OR/MIN/226952/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,SIA/OR/MIN/250306/2022,SIA/OR/MIN/250306/2022,SIA/OR/MIN/250306/2022,SIA/OR/MIN/250306/2022,SIA/OR/MIN/250306/2022,SIA/OR/MIN/250306/2022,SIA/OR/MIN/250306/2022,SIA/OR/MIN/250306/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,SIA/OR/MIN/249911/2022,SIA/OR/MIN/249911/2022,SIA/OR/MIN/249911/2022,SIA/OR/MIN/249911/2022,SIA/OR/MIN/249911/2022,SIA/OR/MIN/249911/2022,SIA/OR/MIN/249911/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,SIA/OR/MIN/273440/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,SIA/OR/MIN/272909/2022,SIA/OR/MIN/272909/2022,SIA/OR/MIN/272909/2022,SIA/OR/MIN/272909/2022,SIA/OR/MIN/272909/2022,SIA/OR/MIN/272909/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,SIA/OR/MIN/76823/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,SIA/OR/MIN/271996/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,SIA/OR/MIN/245161/2021,SIA/OR/MIN/245161/2021,SIA/OR/MIN/245161/2021,SIA/OR/MIN/245161/2021,SIA/OR/MIN/245161/2021,SIA/OR/MIN/245161/2021,SIA/OR/MIN/245161/2021,SIA/OR/MIN/245161/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,SIA/OR/MIN/245641/2021,SIA/OR/MIN/245641/2021,SIA/OR/MIN/245641/2021,SIA/OR/MIN/245641/2021,SIA/OR/MIN/245641/2021,SIA/OR/MIN/245641/2021,SIA/OR/MIN/245641/2021,SIA/OR/MIN/245641/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,SIA/OR/MIN/279320/2022,SIA/OR/MIN/279320/2022,SIA/OR/MIN/279320/2022,SIA/OR/MIN/279320/2022,SIA/OR/MIN/279320/2022,SIA/OR/MIN/279320/2022,SIA/OR/MIN/279320/2022,SIA/OR/MIN/279320/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,SIA/OR/MIN/277451/2022,SIA/OR/MIN/277451/2022,SIA/OR/MIN/277451/2022,SIA/OR/MIN/277451/2022,SIA/OR/MIN/277451/2022,SIA/OR/MIN/277451/2022,SIA/OR/MIN/277451/2022,SIA/OR/MIN/277451/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,SIA/OR/MIS/184250/2020,SIA/OR/MIS/184250/2020,SIA/OR/MIS/184250/2020,SIA/OR/MIS/184250/2020,SIA/OR/MIS/184250/2020,SIA/OR/MIS/184250/2020,SIA/OR/MIS/184250/2020,SIA/OR/MIS/184250/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,SIA/OR/MIN/237353/2021,SIA/OR/MIN/237353/2021,SIA/OR/MIN/237353/2021,SIA/OR/MIN/237353/2021,SIA/OR/MIN/237353/2021,SIA/OR/MIN/237353/2021,SIA/OR/MIN/237353/2021,SIA/OR/MIN/237353/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,SIA/OR/MIN/237347/2021,SIA/OR/MIN/237347/2021,SIA/OR/MIN/237347/2021,SIA/OR/MIN/237347/2021,SIA/OR/MIN/237347/2021,SIA/OR/MIN/237347/2021,SIA/OR/MIN/237347/2021,SIA/OR/MIN/237347/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,SIA/OR/MIS/109342/2019,SIA/OR/MIS/109342/2019,SIA/OR/MIS/109342/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,SIA/OR/MIN/238698/2021,SIA/OR/MIN/238698/2021,SIA/OR/MIN/238698/2021,SIA/OR/MIN/238698/2021,SIA/OR/MIN/238698/2021,SIA/OR/MIN/238698/2021,SIA/OR/MIN/238698/2021,SIA/OR/MIN/238698/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,SIA/OR/MIN/237435/2021,SIA/OR/MIN/237435/2021,SIA/OR/MIN/237435/2021,SIA/OR/MIN/237435/2021,SIA/OR/MIN/237435/2021,SIA/OR/MIN/237435/2021,SIA/OR/MIN/237435/2021,SIA/OR/MIN/237435/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,SIA/OR/MIN/256477/2022,SIA/OR/MIN/256477/2022,SIA/OR/MIN/256477/2022,SIA/OR/MIN/256477/2022,SIA/OR/MIN/256477/2022,SIA/OR/MIN/256477/2022,SIA/OR/MIN/256477/2022,SIA/OR/MIN/256477/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,SIA/OR/MIN/250720/2022,SIA/OR/MIN/250720/2022,SIA/OR/MIN/250720/2022,SIA/OR/MIN/250720/2022,SIA/OR/MIN/250720/2022,SIA/OR/MIN/250720/2022,SIA/OR/MIN/250720/2022,SIA/OR/MIN/250720/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,SIA/OR/MIN/249092/2021,SIA/OR/MIN/249092/2021,SIA/OR/MIN/249092/2021,SIA/OR/MIN/249092/2021,SIA/OR/MIN/249092/2021,SIA/OR/MIN/249092/2021,SIA/OR/MIN/249092/2021,SIA/OR/MIN/249092/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,SIA/OR/MIN/274878/2022,SIA/OR/MIN/274878/2022,SIA/OR/MIN/274878/2022,SIA/OR/MIN/274878/2022,SIA/OR/MIN/274878/2022,SIA/OR/MIN/274878/2022,SIA/OR/MIN/274878/2022,SIA/OR/MIN/274878/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,SIA/OR/MIN/256426/2022,SIA/OR/MIN/256426/2022,SIA/OR/MIN/256426/2022,SIA/OR/MIN/256426/2022,SIA/OR/MIN/256426/2022,SIA/OR/MIN/256426/2022,SIA/OR/MIN/256426/2022,SIA/OR/MIN/256426/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,SIA/OR/MIN/226117/2021,SIA/OR/MIN/226117/2021,SIA/OR/MIN/226117/2021,SIA/OR/MIN/226117/2021,SIA/OR/MIN/226117/2021,SIA/OR/MIN/226117/2021,SIA/OR/MIN/226117/2021,SIA/OR/MIN/226117/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,SIA/OR/MIN/238170/2021,SIA/OR/MIN/238170/2021,SIA/OR/MIN/238170/2021,SIA/OR/MIN/238170/2021,SIA/OR/MIN/238170/2021,SIA/OR/MIN/238170/2021,SIA/OR/MIN/238170/2021,SIA/OR/MIN/238170/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,SIA/OR/MIN/56432/2020,SIA/OR/MIN/56432/2020,SIA/OR/MIN/56432/2020,SIA/OR/MIN/56432/2020,SIA/OR/MIN/56432/2020,SIA/OR/MIN/56432/2020,SIA/OR/MIN/56432/2020,SIA/OR/MIN/56432/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,SIA/OR/MIN/253509/2022,SIA/OR/MIN/253509/2022,SIA/OR/MIN/253509/2022,SIA/OR/MIN/253509/2022,SIA/OR/MIN/253509/2022,SIA/OR/MIN/253509/2022,SIA/OR/MIN/253509/2022,SIA/OR/MIN/253509/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,SIA/OR/MIN/246300/2021,SIA/OR/MIN/246300/2021,SIA/OR/MIN/246300/2021,SIA/OR/MIN/246300/2021,SIA/OR/MIN/246300/2021,SIA/OR/MIN/246300/2021,SIA/OR/MIN/246300/2021,SIA/OR/MIN/246300/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,SIA/OR/MIN/246506/2021,SIA/OR/MIN/246506/2021,SIA/OR/MIN/246506/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,SIA/OR/MIN/267457/2022,SIA/OR/MIN/267457/2022,SIA/OR/MIN/267457/2022,SIA/OR/MIN/267457/2022,SIA/OR/MIN/267457/2022,SIA/OR/MIN/267457/2022,SIA/OR/MIN/267457/2022,SIA/OR/MIN/267457/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,SIA/OR/MIN/252218/2022,SIA/OR/MIN/252218/2022,SIA/OR/MIN/252218/2022,SIA/OR/MIN/252218/2022,SIA/OR/MIN/252218/2022,SIA/OR/MIN/252218/2022,SIA/OR/MIN/252218/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,SIA/OR/MIN/271585/2022,SIA/OR/MIN/271585/2022,SIA/OR/MIN/271585/2022,SIA/OR/MIN/271585/2022,SIA/OR/MIN/271585/2022,SIA/OR/MIN/271585/2022,SIA/OR/MIN/271585/2022,SIA/OR/MIN/271585/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,SIA/OR/MIN/272056/2022,SIA/OR/MIN/272056/2022,SIA/OR/MIN/272056/2022,SIA/OR/MIN/272056/2022,SIA/OR/MIN/272056/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,SIA/OR/MIN/246609/2021,SIA/OR/MIN/246609/2021,SIA/OR/MIN/246609/2021,SIA/OR/MIN/246609/2021,SIA/OR/MIN/246609/2021,SIA/OR/MIN/246609/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,SIA/OR/MIN/247613/2021,SIA/OR/MIN/247613/2021,SIA/OR/MIN/247613/2021,SIA/OR/MIN/247613/2021,SIA/OR/MIN/247613/2021,SIA/OR/MIN/247613/2021,SIA/OR/MIN/247613/2021,SIA/OR/MIN/247613/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,SIA/OR/MIN/258211/2022,SIA/OR/MIN/258211/2022,SIA/OR/MIN/258211/2022,SIA/OR/MIN/258211/2022,SIA/OR/MIN/258211/2022,SIA/OR/MIN/258211/2022,SIA/OR/MIN/258211/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
