"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"130","SIA/BR/NCP/92139/2019","","Environment Clearance for Proposed Type B Staff Quarters at Plot No. H, In Housing Development Gardanibagh at Patna, Bihar","BUILDING CONSTRUCTION DEPARTMENT","Delisted","EC",NA
"131","SIA/BR/MIS/63453/2017","SIA/8(a)/456/17","SANCHAR NAGAR PHASE I A group housing project","R R BUILDERS AND DEVELOPERS","EC Granted","EC",NA
"132","SIA/BR/MIN/129955/2019","","Tilakpur (Khata No. 2943,2979,3035,2942,2980,3034 of Khasra No. 156& 193 )  Brick Earth (Soil) mining project.","M/S K.G.N. BRICKS","Delisted","EC",NA
"133","SIA/BR/MIN/35570/2019","","Proposed Brick Earth Mining Project of Area 2.73 Acres or 1.10 Hectare for M/s  Gauri  Int Udyog  at Mauza- Makhdumpur, P.S- Bihta, Block- Bihta, District-  Patna,  State-  Bihar.","MS GAURI INT UDYOG","Pending at PP due to eds","EC",NA
"134","SIA/BR/IND/18154/2017","SIA/3(a)/429/17","-1","M/S BALAJEE MINI STEELS LIMITED","EC Granted","EC",NA
"135","SIA/BR/MIN/141721/2020","","Soil Mining Project at Mauza- Mohan Kundi, Post- Kiul, P.S- Kiul, District- Lakhisarai(Bihar)","M/S RAJ KUMAR SINGH RAJA CONSTRUCTION PVT. LT.D","Delisted","EC",NA
"136","SIA/BR/MIN/131033/2019","","M/S –India Bricks Earth Mining Project ,Mauza- Manoharpur Kachhuara Thana -117 Khata No.-90, Plot No.- 10 & 27,Area-1.035 ha or 2.56 Ac For production capacity4342.60 TPA,P.S-Gopalpur, Circle-Sampatch","M\S INDIA BRICKS SHIVKUMARSINGH","Delisted","EC",NA
"137","SIA/BR/MIN/31810/2019","","Sand mining project at Sarifaganj ghaton Ganga river over an area of 22.7 ha in district Vaishali, Bihar","BANSHIDHAR CONSTRUCTION PRIVATE LIMITED","Delisted","EC",NA
"138","SIA/BR/MIN/66179/2017","SIA/1(a)/596/18","Sand Mining Project at Kiyajori Sand Ghat on Ajay River","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"139","SIA/BR/MIN/66182/2017","","Sand Mining Project at Dhondiya-Inodih Sand Ghat on Ajay River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"140","SIA/BR/MIN/132681/2019","","Proposed Brick Earth Mining Project of Area 4.23 Acres or 1.71 Hectare for M/s Ratan Bricks Industries at Vill/Mauza- Bajitpur, P.S- Vidyapati Nagar, Block- Vidyapati Nagar (Dalsingh Sarai), District-","M/S RATAN BRICKS INDUSTRIES","Delisted","EC",NA
"141","SIA/BR/MIS/282267/2022","SIA/8(a)/2042/2022","Revision  and   Expansion of Warehouse Project","M/S ALCASO INFRASPACE PVT LTD","EC Granted","EC",NA
"142","SIA/BR/MIS/273978/2022","SIA/8(a)/2034/2022","Proposed Residential Building “Gulabi Mega City” at Mauza- Danapur Sahjadpur, Thana- Danapur Sultanpur, District- Patna, State- Bihar","GULABI MEGA CONSTRUCTION PRIVATE LIMITED","EC Granted","EC",NA
"143","SIA/BR/MIN/71234/2017","","Sand Mining Project at Jamuna Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"144","SIA/BR/MIN/64373/2017","SIA/1(a)/484/17","Sand Mining Project at Deogaon Sand Ghat on Falgu River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"145","SIA/BR/MIN/64383/2017","SIA/1(a)/485/17","Sand Mining Project on Sobh Sand Ghat on Gulsakhri River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"146","SIA/BR/MIN/64505/2017","SIA/1(a)/477/17","Sand mining Project at Fatehpur Ghat on Falgu River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"147","SIA/BR/MIN/64510/2017","SIA/1(a)/480/17","Sand Mining Project at Baluganj sand Ghat on Buddh River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"148","SIA/BR/MIN/141297/2020","","ORDINARY CLAY MINING PROJECT FOR RAM KRIPAL SINGH CONSTRUCTION PVT LTD","M/S RAM KRIPAL SINGH CONSTRUCTION PVT. LTD. MAUZA FAJALIPUR","Delisted","EC",NA
"149","SIA/BR/MIN/33312/2019","","Proposed Sand Mining Project of Area 4.90 Ha at Diara 2 Melhani  Ghat on Ghaghra (Sarayu) River of District-Siwan of State-Bihar","M S BALAJI ENTERPRISES","Pending at PP due to eds","EC",NA
"150","SIA/BR/MIN/130748/2019","","Brick Earth Mining Project of Area 3.61 Acres or 1.46 Hectare for M/S Pankaj Int Udyog at Mauza/Vill- Bilari, P.O- Bilari, P.S + Block- Katarisarai, District- Nalanda, State- Bihar","M/S PANKAJ INT UDYOG","Delisted","EC",NA
"151","SIA/BR/MIN/130784/2019","","Proposed Brick Earth Mining Project of Area 3.89 Acres or 1.58 Hectare for M/s Maa Bricks at Vill- Alipur, P.O- Alipur, P.S- Sigori, Block- Paliganj, District- Patna, State - Bihar","M/S MAABRICKS","Delisted","EC",NA
"152","SIA/BR/MIN/130953/2019","","Bhanachak (Gata No. 598,600,601,602, 603,568,561,606,564) brick earth (soil) mining project.","M/S KUSHWAHA BRICKS INDUSTRIES","Delisted","EC",NA
"153","SIA/BR/MIN/72059/2018","","Proposed Stone Mining Project at Village: Chakandara / Barari, Block- Chewra, District:
Shekhpura, State: Bihar","NATRAJ IRON & CASTINGS PVT. LTD","Delisted","EC",NA
"154","SIA/BR/THE/29999/2018","SIA/1(d)/607/19","Proposed installation of Captive Thermal Power Plant (20 MW) at Industrial Plot No. NS - 16 (P), Aurangabad Industrial Growth Centre (BIADA), District: Aurangabad (Bihar)","Shree Cement Ltd.","Delisted","EC",NA
"155","SIA/BR/MIN/60640/2016","SIA/1(a)/396/16","Sand Mining Project at Khangaon Bahiara Ghat","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"156","SIA/BR/MIN/60665/2016","SIA/1(a)/385/16","Sand mining Project, at thekhapar Ghat","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"157","SIA/BR/MIN/33432/2019","","Proposed Sand Mining Project of Area 3.70 Ha at Jai Chhapra Ghat  on Ghaghra (Sarayu) River of District-Siwan of State-Bihar","M S BALAJI ENTERPRISES","Pending at PP due to eds","EC",NA
"158","SIA/BR/MIN/33483/2019","","Mania Sand Ghat at Badua River","KATYAYNI CONTRACTORS PVT. LTD.","Pending at PP due to eds","EC",NA
"159","SIA/BR/MIN/34853/2019","","Brick Earth Mining Project of Area 2.32 Acres or 0.93 Hectare for M/s  R.V.K Bricks at Mauza- Bazidpur, P.O + P.S + Block- Barh, District- Patna, State- Bihar","RVK BRICKS","Pending at PP due to eds","EC",NA
"160","SIA/BR/MIN/60664/2016","SIA/1(a)/394/16","Sand mining Project at pipapur & Panapur ghat","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"161","SIA/BR/MIN/31377/2015","SIA/1(a)/18/2015","Shivam Int Udyog","RAJESHWAR SINGH","Delisted","EC",NA
"162","SIA/BR/MIN/31514/2015","SIA/1(a)/23/2015","M/s Ratan Lal Int Udyog","SATYENDRA KUMAR","Delisted","EC",NA
"163","SIA/BR/MIN/31554/2015","SIA/1(a)/26/2015","BRICK CLAY MINING PROJECT- PAWAN INT UDYOG","PAWAN INT UDYOG","Delisted","EC",NA
"164","SIA/BR/MIN/134252/2019","","Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare M/S RKJ BRICKS at Mauza- Jabdaul Asram Brindavan, P.S: Chanpatiya, District-West Champaran, State - Bihar","M/S RKJ BRICKS","Delisted","EC",NA
"165","SIA/BR/MIN/35775/2019","","Brick Earth Soil Project at Mauza- Mauzipur (Daulatpur), P.O- Gadho Chak, P.S- Fatuha, District- Patna (Bihar).","PAWAN BRICKS INDUSTRIES","Pending at PP due to eds","EC",NA
"166","SIA/BR/MIN/31595/2015","SIA/1(a)/36/2015","Brick Clay Mining Project of M/s Swastik-II Marka  Bricks","SANTOSH KUMAR SINGH","Delisted","EC",NA
"167","SIA/BR/MIN/131521/2019","","Kapa Kala M/S –MAKAN BRICKS Earth Mining Project , Mauza - Kapa Kala Thana -151 Khata No.-371, Plot No.- 2261,Area-1.01 ha or (2.50 Ac) For production capacity 4708.62TPA, Village Kopa Kala,P.O. -Naub","M\S MAKAN BRICKS AKHILESH PARASAD SINGH","Delisted","EC",NA
"168","SIA/BR/MIN/131533/2019","","Proposed Brick Earth Mining Project of Area 1.90 Hectare Or 4.70 Acre M/s A-1 Int Udyog- at Mauza: Musharwa Baswariya, P.S: Sathi, Block- Narkatiaganj, District- West Champaran, State-Bihar","M/S A-1 INT UDYOG","Delisted","EC",NA
"169","SIA/BR/MIN/130689/2019","","Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/s Ganesh Bricks Manufacturing at Mauza-Sirshi, P.O-Samyagarh, P.S- Goshwari, Block- Pandarkh, District- Patna, State- Bihar","M/S GANESH BRICKS MANUFACTURING","Delisted","EC",NA
"170","SIA/BR/MIN/131222/2019","","M/s J. HIND BRICKS","M/ S. J. HJND BRICKS","Delisted","EC",NA
"171","SIA/BR/MIN/52552/2020","","Jamui Kiul 2 balu ghat sand mining project","M/S SHEKHAR KUMAR SINGH.","Delisted","EC",NA
"172","SIA/BR/MIN/64504/2017","SIA/1(a)/492/17","Sand mining project at Nawada-Takiya ghat on Falgu river","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"173","SIA/BR/MIN/140069/2020","","Kalyanpur (Khasra/Plot(s) No. 121 & 98) soil brick mining project.","M/S BABA BAIDNATH BRICKS","Delisted","EC",NA
"174","SIA/BR/MIN/144334/2020","","Brick Earth Mining Project at Mauza- Konar, P.O- Garatol, P.S- Phulparas, District- Madhubani (Bihar)","M/S- CHANDAN INT UDYOG","Delisted","EC",NA
"175","SIA/BR/IND/50832/2020","","Balmukund Concast Pvt. Ltd. (BCPL)","BALMUKUND CONCAST LIMITED","Delisted","EC",NA
"176","SIA/BR/MIN/126496/2019","","Brick Earth Mining Project for M/S Rahi Int Udyog","M/S RAHI INT UDYOG","Delisted","EC",NA
"177","SIA/BR/MIN/138844/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA HATHWAN ALAULI KHAGARIA","BSCPL INFRASTRUCTURE LTD MAUZA HATHWAN AREA 9.03 AC","Delisted","EC",NA
"178","SIA/BR/MIN/129864/2019","","Sand Mining Project at  Kanshar  Sand Ghat (4.85 Ha.) on Baghmati riverbed in Sitamarhi district of Bihar","NAVEENKUMAR SITAMARHI","Delisted","EC",NA
"179","SIA/BR/MIN/131350/2019","","Proposed Brick Earth Mining Project of Area 3.26 Acres or 1.32 Hectare for M/S Krishna Bricks at Mauza: Dath & Nayanagar, P.S + Block- Hasanpur , District- Samastipur, State- Bihar","M/S KRISHNA BRICKS","Delisted","EC",NA
"180","SIA/BR/MIN/135481/2020","","Proposed Brick Earth Mining Project of Area 1.22 Hectare or 3.01Acre M/s Neyaz Bricks Industries at Mauza + P.O- Jawkatia, P.S: Majhaulia, District- West Champaran, State - Bihar","M/S NEYAZ BRICKS INDUSTRIES","Delisted","EC",NA
"181","SIA/BR/MIN/30976/2019","SIA/1(a)/613/18","Lipatwa Sand Ghat ( Stretch III Block X) Mining Project","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"182","SIA/BR/MIN/34115/2019","SIA/1(a)/525/18","Sheikhpura stone mines","SBIDPL","EC Granted","EC",NA
"183","SIA/BR/NCP/65555/2017","SIA/8(a)/521/17","Proposed Multi Storeyed Staff Quarters For Patna High Court at Adalatganj, Buddh Marg, Patna","BIHAR STATE BUILDING CONSTRUCTION CORPORATION LTD.","EC Granted","EC",NA
"184","SIA/BR/IND2/25643/2018","SIA/6(b)/533/18","-1","Bharat Petroleum Corporation Ltd.","EC Granted","EC",NA
"185","SIA/BR/MIN/59786/2016","SIA/1(a)/357/16","over an area 10.4 Ha in Tehsil and District Munger, Bihar State","NM FOOD PRODUCT PVT LTD","EC Granted","EC",NA
"186","SIA/BR/MIN/71320/2017","","Sand Mining Project at Rupsapur Sand Ghat on Buddh River Anchal-Tekari, Dist-Gaya, Bihar","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"187","SIA/BR/MIN/71322/2017","","Sand Mining Project at Sirampur-Barawan sand Ghat on Buddh River, Anchal- Sherghati, Dist-Gaya, Bihar","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"188","SIA/BR/MIN/138779/2020","","Brick Earth Mining Project of Area 2.80 Acres or 1.13 Hectare M/s Neyaz Bricks at Mauza- Pipra Pakri, P.O - Pipra, P.S-Bettiah Muffashil, Block- Bettiah, District-West Champaran, State - Bihar","M/S NEYAZ BRICKS","Delisted","EC",NA
"189","SIA/BR/MIN/66126/2017","SIA/1(A)/565/18","Sand Mining Project at Lakhapur Sand Ghat on River Kiul","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"190","SIA/BR/MIN/66259/2017","SIA/1(a)/589/18","Sand Mining Project at Balthar & Hanjro Sand Ghat on Barnar River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"191","SIA/BR/MIN/31445/2019","SIA/1(a)/642/19","Sand mining project on Narayanganj ghat on Son river in district Bhojpur, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"192","SIA/BR/MIN/154292/2020","","Brick Clay Mining","M/S BSCPL INFRASTRUCTURE LTD.","Delisted","EC",NA
"193","SIA/BR/MIN/34988/2019","","Dighiya Dudhela Sand Ghat on Koshi   River","SUJEET KUMAR","Pending at PP due to eds","EC",NA
"194","SIA/BR/MIN/66028/2017","SIA/1(a)/566/18","Sand Mining Project at Birdaban Sand Ghat (Block no-3) on Kiul River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"195","SIA/BR/MIN/66041/2017","SIA/1(a)/547/18","Sand mining project at Gurdih  Sand Ghat (Block no-4), Lakhisarai","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"196","SIA/BR/MIN/143696/2020","","M/s VIP Int Bhatha Udyog","M/S VIP INT BHATHA UDYOG","Delisted","EC",NA
"197","SIA/BR/MIN/135190/2020","","BRICKS EARTH MINING PROJECT FOR MATA DI BRICKS MAUZA SANTOKH BISHUNPUR ALAULI KHAGARIA AREA 3.48 Ac, 1.41 Ha","MATA DI BRICKS PROP OMKAR KUMAR","Delisted","EC",NA
"198","SIA/BR/MIS/96989/2019","SIA/8(a)/694/19","PROPOSED BRIDGE CONSTRUCTION PROJECT","EE NH DIVISION MG SETU PATNA","Rejection Letter Granted","EC",NA
"199","SIA/BR/MIN/63523/2017","","Soil Mining Project at Village- Rahimpur, P.S- Khagaria, Dist.-Khagaria, Bihar","PUNJLLOYD LIMITED","Delisted","EC",NA
"200","SIA/BR/MIN/144010/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD","BSCPL INFRASTRUCTURE LTD MAUZA SUKHASAN AREA 12.34 AC","Delisted","EC",NA
"201","SIA/BR/MIN/51277/2019","SIA/1(a)/627/19","Sand mining project at Rupas Ghat on Ganga river over an area of 14.8 ha in district Patna, Bihar","BROADSON COMODITIES PVT LTD","Referred Back to SEAC(A)","EC",NA
"202","SIA/BR/MIS/269976/2022","Please submit scrutiny fee","“Medical & Allied Sciences Campus” (KK Medical College & Hospital) A Unit of Samajik Kalyan Sanstha","SAMAJIK KALYAN SANSTHA","EDS Under SEIAA","EC",NA
"203","SIA/BR/NCP/76543/2018","","Proposed construction of Govt Medical College and Hospital Block at Govt Sadar Hospital Complex, Line Bazar, Purnia town, Purnia East Tehsil, Purnia District, Bihar","BIHAR MEDICAL SERVICES & INFRASTRUCTURE CORPORATION LTD.,","Delisted","EC",NA
"204","SIA/BR/MIN/41904/2019","","Proposed Sand Mining Project of Area 3.5 Ha at Rajwahi Yadavpur Ghat on Gandak River of District-Gopalganj of State-Bihar","MR KAMAKHYA MISHRA","Pending at PP due to eds","EC",NA
"205","SIA/BR/MIN/30932/2019","SIA/1(a)/541/18","Khairi Sand Ghat Mining Project of Area 21.0 ha of Lakhisarai District, Bihar on Kiul River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"206","SIA/BR/MIN/59789/2016","","Balu/ Sand Mining (Minor Mineral) Category- B2 (M.L. Area- 2.3 ha) with Production Capacity of 15000 TPA at Hamjapur Ghat of Ganga River in Tehsil: Dharhara, District: Munger (Bihar)","NM FOOD PRODUCT PVT LTD","TransferToDEIAA","EC",NA
"207","SIA/BR/MIN/59797/2016","","""ABZALPUR GHAT ON BADHUA RIVER""","NM FOOD PRODUCT PVT LTD","TransferToDEIAA","EC",NA
"208","SIA/BR/MIN/138815/2020","","ORDINAY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA BALHA MANSI KHAGARIA","BSCPL INFRASTRUCTURE LTD. MAUZA BALHA AREA 11.95 AC 4.83","Delisted","EC",NA
"209","SIA/BR/MIN/70065/2017","","Proposed Sand Mining Project at Ishwarpur Sand Ghat on Morhar River","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"210","SIA/BR/MIN/31243/2015","SIA/1(a)/08/2015","Brick Clay Mining Project-Shivam Bricks-B2","SHIVAM BRICKS","Delisted","EC",NA
"211","SIA/BR/MIN/60427/2016","SIA/1(a)/365/16","Bathani river sand mine","MS SAINIK FOOD PVT LTD","EC Granted","EC",NA
"212","SIA/BR/MIN/30943/2019","SIA/1(a)/577/18","Dumri Sand Ghat Mining Project","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"213","SIA/BR/MIN/36422/2019","","Proposed Brick Earth Mining Project of Area 3.50 Acres or 1.42 Hectare M/s A.B.C Int Udyog at Vill- Bagodar, P.O + P.S+ Block:-Hisua, Dist:-Nawada, State- Bihar.","MS ABC INT UDYOG","Pending at PP due to eds","EC",NA
"214","SIA/BR/MIN/57858/2019","","Natraj Engineers Pvt. Ltd. Stone Mining Project at Village: Barari, District:  Shekhpura, State Bihar","NATRAJ ENGINEERS PVT. LTD","Pending at PP due to eds","EC",NA
"215","SIA/BR/MIN/60639/2016","SIA/1(a)/375/16","Sand mining project, at Kuberchak ghat","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"216","SIA/BR/MIN/136290/2020","","BRICK EARTH MINING PROJECT FOR M/S TAZ BRICKS MAUZA BARBARI, AZAM NAGAR, KATIHAR, AREA- 2.38 Ac, 0.96 Ha","M/S. TAJ BRICKS PROP MD TAMUR ALAM","Delisted","EC",NA
"217","SIA/BR/MIN/136265/2020","","BRICK EARTH MINING PROJECT FOR M/S A.S.C. BRICKS, MAUZA- GORGOION, KORHA, KATIHAR, AREA- 2.53 Ac, 1.02 Ha","M/S A.S.C. BRICKS PROP MD. UMAR HUSSAIN","Delisted","EC",NA
"218","SIA/BR/MIN/66063/2017","","Sand Mining Project at Darha & Bharari Sand Ghat on Anjana River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"219","SIA/BR/MIN/66074/2017","SIA/1(a)/580/18","Sand Mining Project at Sair & Pandeydih Sand Ghat on Ulai River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"220","SIA/BR/MIN/66082/2017","SIA/1(a)/556/18","Sand Mining Project at Bariyarpur Sand Ghat on Kiul River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"221","SIA/BR/IND/53747/2019","","M/S Shivshiva Steel Private Limited (SSPL)","SHIVSHIVA STEEL PVT LTD","Delisted","EC",NA
"222","SIA/BR/MIN/135898/2020","","Super Prakash Bricks Soil Brick Mining project","DHIRENDRA KUMAR","Delisted","EC",NA
"223","SIA/BR/MIN/32157/2019","SIA/1(a)/530/18","Chandi stone Mine block 28","SHRI RAVISHANKAR KUMAR DEOGHAR (JHARKHAND)","EC Granted","EC",NA
"224","SIA/BR/MIN/133849/2019","","BRICK EARTH MINING PROJECT FOR M/S  MAA JAIMANGLA BRICKS AT MAUZA MANJHAUL, P.S+CIRCLE CHERIA BARIARPUR, DIST BEGUSARAI, AREA 1.11Ha 2.75Ac","M/S. MAA JAIMANGLA BRICKS, PROP- NISHANT SUMANT","Delisted","EC",NA
"225","SIA/BR/MIN/134596/2020","","Bhagipatti, Jhil & Suksenva Bhawaniray M/S. SAI BABA ETT UDYOG  Earth Mining Project, Thana  No-484 & 486,Khata No- 280, 74 & 08. Plot No.1336, 1338, 43, 93, 91, & 276. Area 1.25 HA (3.09Ac)    For pr","M/S SAI BABA ETT UDYOG PROP- ALOK KUMAR GUPTA","Delisted","EC",NA
"226","SIA/BR/NCP/78262/2018","SIA/8(a)/600/18","Proposed Construction of Govt Medical College and Hospital Block at Govt Sadar Hospital Complex, Line Bazar, Purnia town, Purnia East Tehsil, Purnia District, Bihar by M/s Bihar Medical Services Infrastructure Corporation Limited","BIHAR MEDICAL SERVICES & INFRASTRUCTURE CORPORATION LTD.,","EC Granted","EC",NA
"227","SIA/BR/MIN/140893/2020","","Brick Earth Mining Project at village-Andauli, P.o-Andauli, P.s-Saksohra, Dist-Patna","M/S ARCHANA INT UDYOG","Delisted","EC",NA
"228","SIA/BR/MIN/147005/2020","","BRICK EARTH MINING PROJECT FOR M/S JIO BRICKS","M/S JIO BRICKS","Delisted","EC",NA
"229","SIA/BR/MIN/51859/2020","","Proposed Sand Mining Project at Bhojpur Son 34 Balu Ghat on Son River, Area: 53.60 Hectares, Village – Phulari, P.S– Sandesh, Anchal- Sandesh, District-Bhojpur (Bihar)","RAHUL RANVIR","Delisted","EC",NA
"230","SIA/BR/MIN/131976/2019","","M/S BHAWANI BRICKS Production Capacity 4657.33 TPA, Area 1.11 Ha (2.75 Ac) Village- Chak Monije Plot No.- 158, 159 & 160, Khata No.-  38, 39 & 40, Revenue Thana No.- 05 under Ramtari Gram Panchayat, P","M/S BHAWANI BRICKS PROP:- GAJENDRA KUMAR","Delisted","EC",NA
"231","SIA/BR/MIN/143943/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD","BSCPL INFRASTRUCTURE LTD MAUZA MAHESHWARA AREA 6.76 AC","Delisted","EC",NA
"232","SIA/BR/MIN/138356/2020","","SARDAHAN SAND GHAT (CHILAUNI RIVER), APPLICANT- MR. SUJEET KUMAR, AREA- 1.8 HA, VILL.- DHALHA GARHIYA (NORTH), DIST.- SUPAUL , BIHAR","MR. SUJEET KUMAR, DISTRICT- SUPAUL, BIHAR","Delisted","EC",NA
"233","SIA/BR/MIN/64472/2017","SIA/1(a)/471/17","Sand MIning Project at Manoharpur ghat on Buddh River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"234","SIA/BR/INFRA2/416940/2023","SIA/8(a)/2309/2023","Proposed Rajikiya Ayodhya Shiv Kumari Ayurvedic Hospital & College  at Begusarai, Bihar.                                                                                                                            Total Plot Area:  29059.21 Sqm. Total Built-up Area: 69147.13 Sqm.","BIHAR MEDICAL SERVICES AND INFRASTRUCTURE CORPORATION LIMITED","EC Granted","EC",NA
"235","SIA/BR/MIN/30350/2015","3491","Brick Clay Mining Project- Mamta Bricks","MAMTA BRICKS","Delisted","EC",NA
"236","SIA/BR/MIN/31448/2019","SIA/1(a)/640/19","Sand Mining Project at Mehandaura Brahpur Ghat on Son river in district Bhojpur, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"237","SIA/BR/MIN/143766/2020","","Brick Earth Project at Mauza- Shivnagar, P.O- Shivnagar, P.S- Tikari, District- Gaya(Bihar)","M/S SARASWATI CONSTRUCTION","Delisted","EC",NA
"238","SIA/BR/MIN/31157/2019","SIA/1(a)/526/2018","Natraj Iron & Castings Pvt. Ltd.  Stone Mining Project at village: Chakandara / Barari, block- chewra, district- Sheikhpura, State: Bihar","NATRAJ IRON & CASTINGS PVT. LTD","EC Granted","EC",NA
"239","SIA/BR/MIN/48816/2016","","Amsari (Dumrao) Ghat (52447.5 TPA), Area
2.59 ha, in District- Buxar (Bihar)","MS KATYAYNI CONTRACTORS PVT LTD","Delisted","EC",NA
"240","SIA/BR/MIN/171184/2020","","BRICK EARTH MINING PROJECT FOR M/S CPS BRICKS MAUZA NADAUNA BHAGWAN GANJ MASAURHI PATNA AREA 2.76 Ac","M/S CPS BRICKS PROP ASHOK KUMAR","Delisted","EC",NA
"241","SIA/BR/MIN/30930/2019","SIA/1(a)/543/18","Kishanpur sand Ghat Mining Project of Area 23.0 Ha of District Lakhisarai Bihar on Kiul River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"242","SIA/BR/MIN/59805/2016","SIA/1(a)/359/16","Balu/ Sand Mining (Minor Mineral) Category- B2 (M.L. Area- 5.6 ha) with Production Capacity of 45000 TPA at Lal Darwaja Ghat of Ganga River in Tehsil and District: Munger (Bihar).","NM FOOD PRODUCT PVT LTD","EC Granted","EC",NA
"243","SIA/BR/MIN/30936/2015","SIA/1(a)/02/2015","STONE MINING PROJECT-NECL-B2","NAVAYUGA ENGINEERING COMPANY LTD","Delisted","EC",NA
"244","SIA/BR/MIN/177373/2020","","M/S A.B. Company","M/S A.B. COMPANY","Delisted","EC",NA
"245","SIA/BR/MIN/178108/2020","","M/s Vikash Int Udyog","MS VIKASH INT UDYOG","Delisted","EC",NA
"246","SIA/BR/MIN/136971/2020","","Brick Earth Mining Project at Village- Yogiyan, P.O- Yogiyan, P.S - Brahmpur, District-Buxar(Bihar)","M/S PRADHAN INT BHATTA UDYOG","Delisted","EC",NA
"247","SIA/BR/MIN/140900/2020","","Proposed Brick Earth Mining Project of Area 1.79 Hectare Or 4.43 Acre M/S Alok  Int Udyog  at  Mauza-  Piparpanti,  P.S-  Mainatand,  Block-    Mainatand, District-West  Champaran, State - Bihar","M/S ALOK INT UDYOG","Delisted","EC",NA
