,Unnamed: 0,X...,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
906,907,5,SIA/BR/MIN/31188/2019,SIA/1(A)/527/2018,"PROPOSED  NATRAJ  ENGINEERS  PVT.  LTD. STONE  MINING PROJECT AT VILLAGE: BARARI, DISTRICT: SHEKHPURA, STATE BIHAR",NATRAJ ENGINEERS PVT. LTD,EC Granted,EC,, 
907,908,6,SIA/BR/MIN/138597/2020,,"Proposed Brick Earth Mining Project of Area 3.04 Acres or 1.23 Hectare for M/S Arya Bricks at Mauza- Beharawan,  P.S - Pipra, Block- Behrawa, District- Patna, State – Bihar",M/S ARYA BRICKS,Delisted,EC,, 
908,909,7,SIA/BR/MIN/138237/2020,,"Proposed Brick Earth Mining Project of Area 1.21 Hectare Or 3.0 Acre M/S Hero Int Udyog at Mauza- Mathihani, P.S: Mirganj, District- Gopalganj, State – Bihar",M/S HERO INT UDYOG,Delisted,EC,, 
909,910,8,SIA/BR/MIN/31810/2019,,"Sand mining project at Sarifaganj ghaton Ganga river over an area of 22.7 ha in district Vaishali, Bihar",BANSHIDHAR CONSTRUCTION PRIVATE LIMITED,Delisted,EC,, 
910,911,9,SIA/BR/IND/53693/2020,SIA/3(a)/1233/2020,"Dina Iron and Steel Limited (Expansion Project) Mauza- Abdul Rahamapur, Tehsil- Patna City, District- Patna City, State- Bihar",DINA IRON AND STEEL LIMITED,EC Granted,EC,, 
911,912,10,SIA/BR/MIN/177373/2020,,M/S A.B. Company,M/S A.B. COMPANY,Delisted,EC,, 
912,913,1,SIA/BR/NCP/62326/2017,SIA/8(a)/445/17,"“ SS METRO MALL CUM MULTIPLEX & RESIDENTIAL COMPLEX ”
Developer : M/s S.D – S.D & P. Pvt. Ltd. (J.V.)",S D S D AND P PVT LTD,EC Granted,EC,, 
913,914,2,SIA/BR/MIN/60711/2016,SIA/1(a)/389/16,"Proposed Sand Mining Project of Area 23.16 Ha at Katari Ghat on Son River of District-
Patna, State-Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
914,915,1,SIA/BR/MIN/30840/2015,3477,Bricks Clay Mining Project-PNS Bricks-B2,PNS BRICKS,Delisted,EC,, 
915,916,1,SIA/BR/MIN/71233/2017,,Sand Mining Project at Donaiya Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
916,917,2,SIA/BR/MIS/19429/2015,SIA/7(da)/02/16,"Common Biomedical Waste Treatment Facility at Bela Industrial Area, Muzaffarpur district, Bihar",MEDICARE ENVIRONMENTAL MANAGEMENT PRIVATE LIMITED,EC Granted,EC,, 
917,918,3,SIA/BR/NCP/64874/2017,SIA/8(a)/465/17,"Proposed Group Housing Project “The Great Ashoka City” at Thana no. 19, mauza ranipur, Patna, Bihar",APARNA ARCHITECT AND ENGICONS PVT LTD,EC Granted,EC,, 
918,919,4,SIA/BR/MIN/442395/2023,SIA/1(a)/2079/2022,Sand Mining on Son river,DAMAS CIVIL CONSTRUCTIONS INDIA PRIVATE LIMITED,EC Granted,EC,, 
919,920,5,SIA/BR/MIN/443148/2023,SIA/1(a)/2054/2022,"Proposed Sand Mining Project of Area 40.98 Ha at Patna Sone -06 Ghat on Son River of District-Patna, State-Bihar",LALAN KUMAR,EC Granted,EC,, 
920,921,6,SIA/BR/IND2/19540/2016,SIA/6(b)/332/16,HINDUSTAN PETROLEUM CORPORATION LIMITED,Hindustan Petroleum Corporation Limited,EC Granted,EC,, 
921,922,7,SIA/BR/MIN/48526/2016,,"River Sand (Minor Mineral) Mining Project for Rivers , Manikpur,  in Bhagalpur District of Bihar",MS SAINIK FOOD PVT LTD,Delisted,EC,, 
922,923,8,SIA/BR/MIN/71232/2017,,Sand Mining Project at Didhkakuria Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
923,924,9,SIA/BR/INFRA2/437808/2023,SIA/8(a)/2425/2023,TIRUVANTPURAM CITY (VIDHUT SECTOR),NESH INDIA INFRASTRUCTURE PVT LTD,For further consideration(SEAC),EC,, 
924,925,10,SIA/BR/MIN/31421/2015,SIA/1(a)/16/2015,Soni Int Udyog,REYAJ AHMAD,Delisted,EC,, 
925,926,1,SIA/BR/RIV/17938/2016,,-1,"WATER RESOURCES DEPARTMENT, BIHAR",Delisted,EC,, 
926,927,2,SIA/BR/MIN/456553/2023,SIA/1(a)/2451/2023,"Block 29 (Gaya Morhar 16)  Sand Ghat of District- Gaya, State-Bihar",VINAY CONSTRUCTION,For further consideration(SEAC),EC,, 
927,928,9,SIA/BR/MIN/31800/2019,SIA/1(a)/651/19,"Sand mining project at Chandralaya ghat 1 on Gandak river in district Vaishali, Bihar",BANSHIDHAR CONSTRUCTION PRIVATE LIMITED,Rejection Letter Granted,EC,, 
928,929,10,SIA/BR/MIN/133677/2019,,"Village- Parwalpur, P.S - Bheja (Khasra/Plot(s) No. 536, 260, 429, 380, 430 & 258) soil brick mining project.",M/S MAA JWALAMUKHI INT UDYOG,Delisted,EC,, 
929,930,5,SIA/BR/MIS/195643/2021,,Commercial cum residential project of Mundeshwari Multicon Pvt. Ltd at Usri Sarari Danapur Patna,MUNDESHWARI MULTICOM PVT. LTD.,Delisted,EC,, 
930,931,6,SIA/BR/MIN/130932/2019,,M/S. RAHUL BRICKS,M/S. RAHUL BRICKS,Delisted,EC,, 
931,932,7,SIA/BR/MIN/131033/2019,,"M/S –India Bricks Earth Mining Project ,Mauza- Manoharpur Kachhuara Thana -117 Khata No.-90, Plot No.- 10 & 27,Area-1.035 ha or 2.56 Ac For production capacity4342.60 TPA,P.S-Gopalpur, Circle-Sampatch",M\S INDIA BRICKS SHIVKUMARSINGH,Delisted,EC,, 
932,933,8,SIA/BR/MIN/41065/2019,,Balio Sand Ghat (Stretch IV Block III) mining project,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
933,934,9,SIA/BR/MIN/51397/2020,,Final EIA report of Jamui Kiul 4 Balu  ghat,M/S S.G. PROJECT LTD,Delisted,EC,, 
934,935,1,SIA/BR/IND2/229539/2021,,"100 KLPD Ethanol Project at Fatehli, Nalanda",OWNSELF,Delisted,EC,, 
935,936,3,SIA/BR/MIN/34551/2019,,Proposed Sand Mining Project of area 4.80 ha at Ramdiri Ghat on Ganga River of District- Begusarai of State- Bihar,RADHA SWAMI AUTOMOBILES,Pending at PP due to eds,EC,, 
