Sl_No,Proposal,FormType
592,SIA/MH/MIN/33295/2015,Missing
593,SIA/MH/NCP/33344/2015,Missing
594,SIA/MH/MIS/126523/2019,Form-1
595,SIA/MH/THE/10711/2013,Missing
596,SIA/MH/MIN/19304/2015,Missing
597,SIA/MH/MIS/212269/2021,Form-1
598,SIA/MH/MIN/31862/2015,Missing
599,SIA/MH/MIN/31919/2015,Missing
600,SIA/MH/MIN/33327/2015,Missing
601,SIA/MH/MIN/33328/2015,Missing
602,SIA/MH/NCP/76034/2018,Missing
603,SIA/MH/NCP/52707/2016,Missing
604,SIA/MH/MIN/36169/2015,Missing
605,SIA/MH/NCP/53638/2016,Missing
606,SIA/MH/MIN/78902/2018,Missing
607,SIA/MH/MIS/118406/2019,Form-1
608,SIA/MH/MIS/120754/2019,Form-1
609,SIA/MH/NCP/57542/2016,Missing
610,SIA/MH/MIS/57986/2020,Form-2
611,SIA/MH/NCP/37275/2015,Missing
612,SIA/MH/IND2/29102/2018,Missing
613,SIA/MH/NCP/79620/2018,Missing
614,SIA/MH/NCP/62926/2017,Missing
615,SIA/MH/MIS/121990/2019,Form-1
616,SIA/MH/MIN/150339/2020,Form-2
617,SIA/MH/MIS/51271/2016,Missing
618,SIA/MH/MIN/42599/2016,Missing
619,SIA/MH/MIN/42711/2016,Missing
620,SIA/MH/NCP/65100/2017,Missing
621,SIA/MH/IND2/153244/2020,Form-1
622,SIA/MH/MIS/173763/2020,Form-1
623,SIA/MH/MIS/31974/2015,Missing
624,SIA/MH/MIN/179691/2020,Form-2
625,SIA/MH/MIN/37921/2016,Missing
626,SIA/MH/MIS/144628/2020,Form-1
627,SIA/MH/MIN/144637/2020,Form-2
628,SIA/MH/MIN/161277/2020,Form-2
629,SIA/MH/MIN/163310/2020,Form-2
630,SIA/MH/MIN/168452/2020,Form-2
631,SIA/MH/NCP/58602/2016,Missing
632,SIA/MH/MIN/40683/2017,Form-2
633,SIA/MH/MIN/211937/2021,Form-2
634,SIA/MH/MIS/150235/2020,Form-1
635,SIA/MH/MIN/254092/2022,Form-2
636,SIA/MH/MIS/96436/2019,Form-2
637,SIA/MH/MIN/40655/2016,Missing
638,SIA/MH/NCP/57993/2020,Missing
639,SIA/MH/IND2/170392/2020,Form-1
640,SIA/MH/MIS/170641/2020,Form-1
641,SIA/MH/MIN/170644/2020,Form-2
642,SIA/MH/MIS/170681/2020,Form-1
643,SIA/MH/MIS/225284/2021,Form-1
644,SIA/MH/MIN/182905/2020,Form-2
645,SIA/MH/MIN/184559/2020,Form-2
646,SIA/MH/NCP/25710/2018,Missing
647,SIA/MH/NCP/30470/2015,Missing
648,SIA/MH/MIS/143686/2020,Form-1
649,SIA/MH/RIV/31022/2017,Missing
650,SIA/MH/NCP/16461/2013,Missing
651,SIA/MH/MIS/56592/2016,Missing
652,SIA/MH/IND2/16997/2016,Missing
653,SIA/MH/MIN/191019/2021,Form-2
654,SIA/MH/MIS/118310/2019,Form-1
655,SIA/MH/MIN/179407/2020,Form-2
656,SIA/MH/MIN/162555/2020,Form-2
657,SIA/MH/MIN/162246/2020,Form-2
658,SIA/MH/MIS/107890/2019,Form-1
659,SIA/MH/MIS/130967/2019,Form-1
660,SIA/MH/MIN/94757/2019,Missing
661,SIA/MH/IND2/31682/2018,Form-2
662,SIA/MH/MIN/150793/2020,Form-2
663,SIA/MH/MIN/179813/2020,Form-2
664,SIA/MH/MIN/78919/2018,Missing
665,SIA/MH/MIN/79035/2018,Missing
666,SIA/MH/MIS/50152/2019,Form-2
667,SIA/MH/MIS/55584/2020,Form-2
668,SIA/MH/NCP/31347/2015,Missing
669,SIA/MH/MIN/31928/2015,Missing
670,SIA/MH/MIS/222776/2021,Form-1
671,SIA/MH/NCP/53467/2016,Missing
672,SIA/MH/NCP/53919/2016,Missing
673,SIA/MH/MIN/61853/2017,Missing
674,SIA/MH/NCP/29510/2016,Missing
675,SIA/MH/MIN/37915/2016,Missing
676,SIA/MH/NCP/76179/2018,Missing
677,SIA/MH/MIN/152829/2020,Form-2
678,SIA/MH/MIN/125109/2019,Form-2
679,SIA/MH/MIN/38024/2016,Missing
680,SIA/MH/MIN/38075/2016,Missing
681,SIA/MH/MIN/38099/2016,Missing
682,SIA/MH/MIN/144251/2020,Form-2
683,SIA/MH/MIN/172137/2020,Form-2
684,SIA/MH/MIN/40755/2016,Missing
685,SIA/MH/MIN/48554/2016,Missing
686,SIA/MH/MIN/220125/2021,Form-2
687,SIA/MH/IND2/219897/2021,Form-1
688,SIA/MH/MIN/65991/2020,Form-2
689,SIA/MH/MIS/63663/2011,Form-2
690,SIA/MH/MIN/160902/2020,Form-2
691,SIA/MH/MIN/161615/2020,Form-2
692,SIA/MH/MIN/161644/2020,Form-2
693,SIA/MH/MIN/162244/2020,Form-2
694,SIA/MH/MIS/223371/2021,Form-1
695,SIA/MH/NCP/48988/2016,Missing
696,SIA/MH/MIN/173141/2020,Form-2
697,SIA/MH/MIN/138922/2020,Form-2
698,SIA/MH/MIN/161487/2020,Form-2
699,SIA/MH/MIN/162033/2020,Form-2
700,SIA/MH/NCP/62295/2017,Missing
701,SIA/MH/MIS/57991/2020,Form-1
702,SIA/MH/NCP/36434/2015,Missing
703,SIA/MH/MIS/211167/2021,Form-1
704,SIA/MH/MIN/30585/2015,Missing
705,SIA/MH/MIN/162318/2020,Form-2
706,SIA/MH/MIN/162625/2020,Form-2
707,SIA/MH/MIN/204196/2021,Form-2
708,SIA/MH/MIN/162722/2020,Form-2
709,SIA/MH/NCP/57716/2016,Missing
710,SIA/MH/MIN/42413/2016,Missing
711,SIA/MH/MIS/104909/2019,Form-1
712,SIA/MH/MIN/142430/2020,Form-2
713,SIA/MH/MIN/166338/2020,Form-2
714,SIA/MH/NCP/33678/2015,Missing
715,SIA/MH/NCP/58623/2016,Missing
716,SIA/MH/MIN/89361/2018,Missing
717,SIA/MH/IND2/41741/2017,Form-2
718,SIA/MH/NCP/61517/2017,Missing
719,SIA/MH/NCP/26182/2010,Missing
720,SIA/MH/MIN/164116/2020,Form-2
721,SIA/MH/MIN/65850/2020,Form-2
722,SIA/MH/NCP/29800/2015,Missing
723,SIA/MH/NCP/59254/2016,Missing
724,SIA/MH/MIS/220018/2021,Form-1
725,SIA/MH/IND/55995/2018,Form-2
726,SIA/MH/NCP/50419/2020,Form-2
727,SIA/MH/MIS/173290/2020,Form-1
728,SIA/MH/MIS/261261/2022,Form-1
729,SIA/MH/MIN/30583/2015,Missing
730,SIA/MH/MIN/53245/2016,Missing
731,SIA/MH/MIN/32524/2015,Missing
732,SIA/MH/NCP/61611/2017,Missing
733,SIA/MH/MIN/41876/2016,Missing
734,SIA/MH/NCP/59054/2016,Missing
735,SIA/MH/NCP/59492/2016,Missing
736,SIA/MH/MIS/133587/2019,Form-1
737,SIA/MH/MIS/146280/2020,Form-1
738,SIA/MH/NCP/58555/2016,Missing
739,SIA/MH/MIN/140140/2020,Form-2
740,SIA/MH/MIS/50545/2019,Form-2
741,SIA/MH/MIS/143211/2020,Form-1
742,SIA/MH/MIN/32918/2015,Missing
743,SIA/MH/MIN/138365/2020,Form-2
744,SIA/MH/MIS/81938/2018,Missing
745,SIA/MH/MIN/58754/2016,Missing
746,SIA/MH/MIS/55787/2020,Form-2
747,SIA/MH/NCP/50342/2020,Form-2
748,SIA/MH/MIN/64590/2020,Form-2
749,SIA/MH/MIN/186922/2020,Form-2
750,SIA/MH/MIS/57984/2020,Form-2
751,SIA/MH/MIN/162676/2020,Form-2
752,SIA/MH/MIN/162680/2020,Form-2
753,SIA/MH/MIN/154830/2020,Form-2
754,SIA/MH/MIN/154854/2020,Form-2
755,SIA/MH/MIN/141024/2020,Form-2
756,SIA/MH/MIN/94764/2019,Missing
757,SIA/MH/MIS/187663/2020,Form-1
758,SIA/MH/MIN/31130/2015,Missing
759,SIA/MH/MIN/31136/2015,Missing
760,SIA/MH/NCP/31177/2015,Missing
761,SIA/MH/MIN/31317/2015,Missing
762,SIA/MH/MIN/31364/2015,Missing
763,SIA/MH/NCP/53049/2016,Missing
764,SIA/MH/MIN/40794/2016,Missing
765,SIA/MH/MIN/155245/2020,Form-2
766,SIA/MH/MIN/155411/2020,Form-2
767,SIA/MH/MIN/48008/2016,Missing
768,SIA/MH/MIN/30584/2015,Missing
769,SIA/MH/MIN/161759/2020,Form-2
770,SIA/MH/MIS/55356/2020,Form-2
771,SIA/MH/MIN/140275/2020,Form-2
772,SIA/MH/MIN/155398/2020,Form-2
773,SIA/MH/MIN/155492/2020,Form-2
774,SIA/MH/MIN/155606/2020,Form-2
775,SIA/MH/NCP/60315/2016,Missing
776,SIA/MH/IND2/20671/2016,Missing
777,SIA/MH/NCP/61238/2016,Missing
778,SIA/MH/IND2/36526/2015,Missing
779,SIA/MH/NCP/32586/2015,Missing
780,SIA/MH/MIN/32603/2015,Missing
781,SIA/MH/MIN/32631/2015,Missing
782,SIA/MH/MIN/140931/2020,Form-2
783,SIA/MH/MIS/63386/2017,Missing
784,SIA/MH/NCP/63473/2017,Missing
785,SIA/MH/MIS/125986/2019,Form-1
786,SIA/MH/MIN/182858/2020,Form-2
787,SIA/MH/NCP/93866/2019,Missing
788,SIA/MH/MIN/32061/2015,Missing
789,SIA/MH/MIN/32627/2015,Missing
790,SIA/MH/MIN/41885/2016,Missing
791,SIA/MH/MIS/225288/2021,Form-1
792,SIA/MH/MIN/181876/2020,Form-2
793,SIA/MH/MIN/180971/2020,Form-2
794,SIA/MH/MIS/202689/2021,Form-1
795,SIA/MH/MIN/202550/2021,Form-2
796,SIA/MH/MIN/210743/2021,Form-2
797,SIA/MH/MIN/210763/2021,Form-2
798,SIA/MH/MIN/218873/2021,Form-2
799,SIA/MH/MIN/32692/2015,Missing
800,SIA/MH/MIS/131313/2019,Form-1
801,SIA/MH/NCP/58852/2016,Missing
802,SIA/MH/NCP/58976/2016,Missing
803,SIA/MH/MIN/164001/2020,Form-2
804,SIA/MH/MIN/164083/2020,Form-2
805,SIA/MH/MIN/164127/2020,Form-2
806,SIA/MH/MIN/182326/2020,Form-2
807,SIA/MH/MIN/78914/2018,Missing
808,SIA/MH/MIN/78934/2018,Missing
809,SIA/MH/MIN/45331/1900,Form-2
810,SIA/MH/MIS/130835/2019,Form-1
811,SIA/MH/MIS/135506/2020,Form-1
812,SIA/MH/MIS/145413/2020,Form-1
813,SIA/MH/MIN/155381/2020,Form-2
814,SIA/MH/MIS/226127/2021,Form-1
815,SIA/MH/MIN/163981/2020,Form-2
816,SIA/MH/MIN/160376/2020,Form-2
817,SIA/MH/MIN/160433/2020,Form-2
818,SIA/MH/MIS/219058/2021,Form-1
819,SIA/MH/MIN/189447/2020,Form-2
820,SIA/MH/MIN/160833/2020,Form-2
821,SIA/MH/MIN/155780/2020,Form-2
822,SIA/MH/MIN/181574/2020,Form-2
823,SIA/MH/MIS/134631/2020,Form-1
824,SIA/MH/MIS/138172/2020,Form-1
825,SIA/MH/MIS/185709/2020,Form-1
826,SIA/MH/MIN/32749/2015,Missing
827,SIA/MH/MIS/64272/2020,Form-2
828,SIA/MH/MIN/65750/2020,Form-2
829,SIA/MH/MIS/230410/2021,Form-1
830,SIA/MH/MIN/168859/2020,Form-2
831,SIA/MH/MIN/224063/2021,Form-2
832,SIA/MH/MIN/225497/2021,Form-2
833,SIA/MH/MIN/162858/2020,Form-2
834,SIA/MH/MIN/162970/2020,Form-2
835,SIA/MH/MIN/163111/2020,Form-2
836,SIA/MH/IND2/57694/2016,Missing
837,SIA/MH/MIN/158368/2020,Form-2
838,SIA/MH/NCP/30522/2015,Missing
839,SIA/MH/MIN/30542/2015,Missing
840,SIA/MH/NCP/30579/2015,Missing
841,SIA/MH/MIN/30649/2015,Missing
842,SIA/MH/MIN/30652/2015,Missing
843,SIA/MH/MIS/60697/2016,Missing
844,SIA/MH/MIS/31569/2015,Missing
845,SIA/MH/NCP/79331/2018,Missing
846,SIA/MH/NCP/62918/2017,Missing
847,SIA/MH/NCP/54017/2016,Missing
848,SIA/MH/MIN/79037/2018,Missing
849,SIA/MH/MIN/79039/2018,Missing
850,SIA/MH/MIN/44098/2018,Form-2
851,SIA/MH/MIN/192562/2021,Form-2
852,SIA/MH/MIN/138962/2020,Form-2
853,SIA/MH/MIN/152885/2020,Form-2
854,SIA/MH/MIN/152888/2020,Form-2
855,SIA/MH/MIS/228208/2021,Form-2
856,SIA/MH/MIS/195504/2021,Form-1
857,SIA/MH/MIN/225749/2021,Form-2
858,SIA/MH/MIN/31924/2015,Missing
859,SIA/MH/MIN/138991/2020,Form-2
860,SIA/MH/MIN/88799/2018,Missing
861,SIA/MH/MIS/262494/2022,Form-1
862,SIA/MH/MIS/262540/2022,Form-1
863,SIA/MH/MIS/128647/2019,Form-1
864,SIA/MH/MIS/117270/2019,Form-1
865,SIA/MH/MIN/32747/2015,Missing
866,SIA/MH/NCP/85301/2018,Missing
867,SIA/MH/NCP/88238/2018,Missing
868,SIA/MH/MIN/195397/2021,Form-2
869,SIA/MH/MIS/202911/2021,Form-1
870,SIA/MH/IND2/205556/2021,Form-1
871,SIA/MH/NCP/41431/2016,Missing
872,SIA/MH/MIN/230489/2021,Form-2
873,SIA/MH/MIN/89595/2018,Missing
874,SIA/MH/NCP/30513/2015,Missing
875,SIA/MH/MIN/190377/2020,Form-2
876,SIA/MH/MIN/195910/2021,Form-2
877,SIA/MH/MIN/34193/2015,Missing
878,SIA/MH/MIN/160262/2020,Form-2
879,SIA/MH/MIN/160881/2020,Form-2
880,SIA/MH/MIN/161221/2020,Form-2
881,SIA/MH/MIN/162624/2020,Form-2
882,SIA/MH/NCP/53366/2016,Missing
883,SIA/MH/MIN/32726/2015,Missing
884,SIA/MH/IND2/154359/2020,Form-1
885,SIA/MH/MIN/154363/2020,Form-2
886,SIA/MH/MIN/154532/2020,Form-2
887,SIA/MH/MIN/163838/2020,Form-2
888,SIA/MH/NCP/53195/2016,Missing
889,SIA/MH/MIS/40251/2016,Missing
890,SIA/MH/NCP/42656/2016,Missing
891,SIA/MH/MIN/42691/2016,Missing
892,SIA/MH/MIN/42697/2016,Missing
893,SIA/MH/MIN/42707/2016,Missing
894,SIA/MH/NCP/76055/2018,Missing
895,SIA/MH/MIN/157170/2020,Form-2
896,SIA/MH/MIN/160413/2020,Form-2
897,SIA/MH/MIS/132870/2019,Form-1
898,SIA/MH/MIN/134942/2020,Form-2
899,SIA/MH/MIN/152896/2020,Form-2
900,SIA/MH/MIN/32947/2015,Missing
901,SIA/MH/MIN/138994/2020,Form-2
902,SIA/MH/MIS/143260/2020,Form-1
903,SIA/MH/MIS/219843/2021,Form-1
904,SIA/MH/MIS/59807/2021,Form-2
905,SIA/MH/MIS/213727/2021,Form-1
906,SIA/MH/MIN/45069/2019,Form-2
907,SIA/MH/MIN/173080/2020,Form-2
908,SIA/MH/MIN/32743/2015,Missing
909,SIA/MH/MIS/211131/2021,Form-1
910,SIA/MH/MIS/211150/2021,Form-1
911,SIA/MH/MIS/64307/2017,Missing
912,SIA/MH/IND2/152161/2020,Form-1
913,SIA/MH/MIN/139073/2020,Form-2
914,SIA/MH/MIN/154519/2020,Form-2
915,SIA/MH/MIN/155113/2020,Form-2
916,SIA/MH/MIN/154458/2020,Form-2
917,SIA/MH/MIN/94082/2019,Missing
918,SIA/MH/NCP/57204/2016,Missing
919,SIA/MH/MIN/161934/2020,Form-2
920,SIA/MH/MIN/162235/2020,Form-2
921,SIA/MH/MIS/165315/2020,Form-1
922,SIA/MH/MIN/152916/2020,Form-2
923,SIA/MH/MIN/50630/2016,Missing
924,SIA/MH/NCP/81241/2018,Missing
925,SIA/MH/MIS/183788/2020,Form-1
926,SIA/MH/NCP/72977/2018,Missing
927,SIA/MH/NCP/72994/2018,Missing
928,SIA/MH/MIN/89570/2018,Missing
929,SIA/MH/NCP/59220/2016,Missing
930,SIA/MH/NCP/59233/2016,Missing
931,SIA/MH/NCP/59260/2016,Missing
932,SIA/MH/NCP/59340/2016,Missing
933,SIA/MH/MIN/223153/2021,Form-2
934,SIA/MH/MIS/223156/2021,Form-1
935,SIA/MH/MIS/217049/2021,Form-1
936,SIA/MH/MIN/162906/2020,Form-2
937,SIA/MH/NCP/58722/2016,Missing
938,SIA/MH/NCP/58827/2016,Missing
939,SIA/MH/MIS/118294/2019,Form-1
940,SIA/MH/MIS/119993/2019,Form-1
941,SIA/MH/MIN/44147/2019,Form-2
942,SIA/MH/MIN/125786/2019,Form-2
943,SIA/MH/NCP/60014/2021,Form-2
944,SIA/MH/MIS/239493/2021,Form-1
945,SIA/MH/IND2/67431/2020,Form-2
946,SIA/MH/MIN/182172/2020,Form-2
947,SIA/MH/MIN/142526/2020,Form-2
948,SIA/MH/MIN/141264/2020,Form-2
949,SIA/MH/MIN/179381/2020,Form-2
950,SIA/MH/MIN/32595/2015,Missing
951,SIA/MH/IND2/223642/2021,Form-1
952,SIA/MH/NCP/53227/2016,Missing
953,SIA/MH/MIN/79029/2018,Missing
954,SIA/MH/NCP/32014/2015,Missing
955,SIA/MH/MIS/139066/2020,Form-1
956,SIA/MH/IND2/50295/2019,Form-2
957,SIA/MH/NCP/74429/2018,Missing
958,SIA/MH/MIN/190490/2020,Form-2
959,SIA/MH/MIS/227650/2021,Form-1
960,SIA/MH/MIS/118825/2019,Form-1
961,SIA/MH/MIS/120554/2019,Form-1
962,SIA/MH/MIS/59846/2016,Missing
963,SIA/MH/MIS/59863/2016,Missing
964,SIA/MH/MIN/162226/2020,Form-2
965,SIA/MH/MIN/30531/2015,Missing
966,SIA/MH/MIN/32867/2015,Missing
967,SIA/MH/MIN/188926/2020,Form-2
968,SIA/MH/MIS/66894/2005,Form-2
969,SIA/MH/MIN/198644/2021,Form-2
970,SIA/MH/MIN/164135/2020,Form-2
971,SIA/MH/MIN/152879/2020,Form-2
972,SIA/MH/NCP/38084/2016,Missing
973,SIA/MH/RIV/19453/2009,Missing
974,SIA/MH/MIN/210633/2021,Form-2
975,SIA/MH/MIS/216173/2021,Form-1
976,SIA/MH/MIS/213335/2021,Form-1
977,SIA/MH/MIN/170608/2020,Form-2
978,SIA/MH/MIN/165333/2020,Form-2
979,SIA/MH/MIN/190696/2020,Form-2
980,SIA/MH/MIN/178388/2020,Form-2
981,SIA/MH/NCP/58933/2016,Missing
982,SIA/MH/MIN/148237/2020,Form-2
983,SIA/MH/MIS/200188/2021,Form-2
984,SIA/MH/NCP/58078/2016,Missing
985,SIA/MH/NCP/58101/2016,Missing
986,SIA/MH/MIS/58123/2016,Missing
987,SIA/MH/NCP/58144/2016,Missing
988,SIA/MH/NCP/58174/2016,Missing
989,SIA/MH/MIN/171172/2020,Form-2
990,SIA/MH/MIS/192442/2021,Form-1
991,SIA/MH/MIS/190860/2020,Form-1
992,SIA/MH/MIS/204653/2021,Form-1
993,SIA/MH/NCP/41131/2016,Missing
994,SIA/MH/NCP/50678/2016,Missing
995,SIA/MH/NCP/55859/2016,Missing
996,SIA/MH/MIN/51897/2016,Missing
997,SIA/MH/MIS/212251/2021,Form-1
998,SIA/MH/IND2/63732/2019,Form-2
999,SIA/MH/MIN/30527/2015,Missing
1000,SIA/MH/IND2/166911/2020,Form-1
1001,SIA/MH/MIN/155283/2020,Form-2
1002,SIA/MH/NCP/52844/2016,Missing
1003,SIA/MH/MIN/239526/2021,Form-2
1004,SIA/MH/MIN/228247/2021,Form-2
1005,SIA/MH/MIS/68654/2019,Form-2
1006,SIA/MH/MIN/32067/2015,Missing
1007,SIA/MH/MIN/58157/2016,Missing
1008,SIA/MH/NCP/64018/2017,Missing
1009,SIA/MH/MIN/155075/2020,Form-2
1010,SIA/MH/NCP/63940/2017,Missing
1011,SIA/MH/NCP/64021/2017,Missing
1012,SIA/MH/MIS/59459/2016,Missing
1013,SIA/MH/MIN/162289/2020,Form-2
1014,SIA/MH/MIS/169463/2020,Form-1
1015,SIA/MH/MIN/170326/2020,Form-2
1016,SIA/MH/MIS/60022/2016,Missing
1017,SIA/MH/MIN/163933/2020,Form-2
1018,SIA/MH/MIS/120313/2019,Form-1
1019,SIA/MH/MIS/132706/2019,Form-1
1020,SIA/MH/MIS/133567/2019,Form-1
1021,SIA/MH/MIS/133635/2019,Form-1
1022,SIA/MH/MIN/78912/2018,Missing
1023,SIA/MH/MIN/79033/2018,Missing
1024,SIA/MH/MIN/41469/2016,Missing
1025,SIA/MH/NCP/53895/2016,Missing
1026,SIA/MH/MIN/152840/2020,Form-2
1027,SIA/MH/MIN/32946/2015,Missing
1028,SIA/MH/MIN/32950/2015,Missing
1029,SIA/MH/IND2/19018/2016,Missing
1030,SIA/MH/MIN/41891/2016,Missing
1031,SIA/MH/IND2/33896/2018,Form-2
1032,SIA/MH/MIN/156311/2020,Form-2
1033,SIA/MH/MIN/94234/2019,Missing
1034,SIA/MH/NCP/57808/2016,Missing
1035,SIA/MH/MIS/222577/2021,Form-1
1036,SIA/MH/MIS/222818/2021,Form-1
1037,SIA/MH/MIN/154306/2020,Form-2
1038,SIA/MH/MIS/254388/2022,Form-1
1039,SIA/MH/MIS/70634/2021,Form-2
1040,SIA/MH/NCP/33065/2015,Missing
1041,SIA/MH/NCP/33191/2015,Missing
1042,SIA/MH/MIS/115345/2019,Form-1
1043,SIA/MH/MIN/41474/2016,Missing
1044,SIA/MH/MIN/41475/2016,Missing
1045,SIA/MH/MIN/41476/2016,Missing
1046,SIA/MH/NCP/41570/2016,Missing
1047,SIA/MH/MIN/33559/2015,Missing
1048,SIA/MH/MIS/110843/2019,Form-1
1049,SIA/MH/MIS/115001/2019,Form-1
1050,SIA/MH/MIN/40768/2016,Missing
1051,SIA/MH/MIN/218400/2021,Form-2
1052,SIA/MH/MIN/218833/2021,Form-2
1053,SIA/MH/MIN/217012/2021,Form-2
1054,SIA/MH/MIN/182230/2020,Form-2
1055,SIA/MH/MIS/59859/2021,Form-2
1056,SIA/MH/MIN/197432/2021,Form-2
1057,SIA/MH/MIN/198883/2021,Form-2
1058,SIA/MH/NCP/55366/2016,Missing
1059,SIA/MH/MIN/42669/2016,Missing
1060,SIA/MH/IND2/199921/2021,Form-1
1061,SIA/MH/MIN/58753/2016,Missing
1062,SIA/MH/MIN/34173/2015,Missing
1063,SIA/MH/MIN/140335/2020,Form-2
1064,SIA/MH/MIN/140418/2020,Form-2
1065,SIA/MH/MIS/143904/2020,Form-1
1066,SIA/MH/MIS/143989/2020,Form-1
1067,SIA/MH/MIN/138911/2020,Form-2
1068,SIA/MH/MIS/140490/2020,Form-1
1069,SIA/MH/MIN/144460/2020,Form-2
1070,SIA/MH/MIN/154353/2020,Form-2
1071,SIA/MH/IND2/63062/2014,Form-2
1072,SIA/MH/MIN/197313/2021,Form-2
1073,SIA/MH/NCP/54332/2020,Form-2
1074,SIA/MH/IND2/176937/2020,Form-2
1075,SIA/MH/IND/31186/2015,Missing
1076,SIA/MH/NCP/31218/2015,Missing
1077,SIA/MH/NCP/31223/2015,Missing
1078,SIA/MH/MIN/31336/2015,Missing
1079,SIA/MH/MIS/52950/2016,Missing
1080,SIA/MH/MIN/193429/2021,Form-2
1081,SIA/MH/MIS/226945/2021,Form-1
1082,SIA/MH/MIN/184398/2020,Form-2
1083,SIA/MH/MIN/210635/2021,Form-2
1084,SIA/MH/MIS/210650/2021,Form-1
1085,SIA/MH/MIS/203163/2021,Form-1
1086,SIA/MH/MIN/213790/2021,Form-2
1087,SIA/MH/IND2/213796/2021,Form-2
1088,SIA/MH/MIS/191563/2021,Form-1
1089,SIA/MH/NCP/59583/2016,Missing
1090,SIA/MH/MIS/186492/2020,Form-1
1091,SIA/MH/MIN/198931/2021,Form-2
1092,SIA/MH/NCP/58105/2016,Missing
1093,SIA/MH/MIN/160284/2020,Form-2
1094,SIA/MH/NCP/61438/2016,Missing
1095,SIA/MH/NCP/76141/2018,Missing
1096,SIA/MH/MIS/40940/2016,Missing
1097,SIA/MH/MIN/147733/2020,Form-2
1098,SIA/MH/MIS/137846/2020,Form-1
1099,SIA/MH/MIN/152847/2020,Form-2
1100,SIA/MH/MIN/182987/2020,Form-2
1101,SIA/MH/MIS/173578/2020,Form-1
1102,SIA/MH/MIS/207846/2021,Form-1
1103,SIA/MH/MIS/60678/2020,Form-2
1104,SIA/MH/MIN/197544/2021,Form-2
1105,SIA/MH/MIN/33286/2015,Missing
1106,SIA/MH/MIN/181910/2020,Form-2
1107,SIA/MH/NCP/63768/2017,Missing
1108,SIA/MH/NCP/63771/2017,Missing
1109,SIA/MH/MIN/31355/2015,Missing
1110,SIA/MH/IND2/175460/2020,Form-1
1111,SIA/MH/NCP/33673/2015,Missing
1112,SIA/MH/MIN/171594/2020,Form-2
1113,SIA/MH/MIN/140292/2020,Form-2
1114,SIA/MH/MIN/155230/2020,Form-2
1115,SIA/MH/MIN/155327/2020,Form-2
1116,SIA/MH/MIN/155376/2020,Form-2
1117,SIA/MH/MIS/155608/2020,Form-1
1118,SIA/MH/MIS/120966/2019,Form-1
1119,SIA/MH/NCP/30242/2015,Missing
1120,SIA/MH/NCP/30254/2015,Missing
1121,SIA/MH/MIS/128077/2019,Form-1
1122,SIA/MH/NCP/59715/2016,Missing
1123,SIA/MH/MIN/32639/2015,Missing
1124,SIA/MH/MIS/115497/2019,Form-1
1125,SIA/MH/MIS/217253/2021,Form-1
1126,SIA/MH/MIS/222001/2021,Form-1
1127,SIA/MH/MIN/220353/2021,Form-2
1128,SIA/MH/MIS/223174/2021,Form-1
1129,SIA/MH/MIS/73935/2018,Missing
1130,SIA/MH/MIS/123159/2019,Form-1
1131,SIA/MH/MIN/189980/2020,Form-2
1132,SIA/MH/MIN/235095/2021,Form-2
1133,SIA/MH/MIN/191256/2021,Form-2
1134,SIA/MH/MIN/194143/2021,Form-2
1135,SIA/MH/MIN/31458/2015,Missing
1136,SIA/MH/NCP/53397/2016,Missing
1137,SIA/MH/MIN/189588/2020,Form-2
1138,SIA/MH/MIS/227290/2021,Form-1
1139,SIA/MH/MIN/91347/2019,Missing
1140,SIA/MH/NCP/63299/2017,Missing
1141,SIA/MH/MIN/193808/2021,Form-2
1142,SIA/MH/MIS/238164/2021,Form-1
1143,SIA/MH/MIN/158928/2020,Form-2
1144,SIA/MH/MIN/152835/2020,Form-2
1145,SIA/MH/NCP/30763/2015,Missing
1146,SIA/MH/MIN/30906/2015,Missing
1147,SIA/MH/MIS/163420/2020,Form-1
1148,SIA/MH/MIN/178792/2020,Form-2
1149,SIA/MH/MIS/271714/2022,Form-1
1150,SIA/MH/MIN/65760/2020,Form-2
1151,SIA/MH/MIS/154106/2020,Form-1
1152,SIA/MH/MIN/164137/2020,Form-2
1153,SIA/MH/MIN/170646/2020,Form-2
1154,SIA/MH/NCP/60514/2016,Missing
1155,SIA/MH/IND/2784/2014,Missing
1156,SIA/MH/NCP/61040/2016,Missing
1157,SIA/MH/MIN/239535/2021,Form-2
1158,SIA/MH/MIS/181301/2020,Form-1
1159,SIA/MH/MIN/146532/2020,Form-2
1160,SIA/MH/NCP/63908/2017,Missing
1161,SIA/MH/MIS/239290/2021,Form-1
1162,SIA/MH/MIN/181441/2020,Form-2
1163,SIA/MH/MIS/57987/2020,Missing
1164,SIA/MH/MIS/70107/2018,Form-2
1165,SIA/MH/MIN/94105/2019,Missing
1166,SIA/MH/MIN/94112/2019,Missing
1167,SIA/MH/NCP/54023/2016,Missing
1168,SIA/MH/MIN/58491/2016,Missing
1169,SIA/MH/NCP/59957/2016,Missing
1170,SIA/MH/MIN/163864/2020,Form-2
1171,SIA/MH/MIN/261359/2022,Form-2
1172,SIA/MH/MIN/261369/2022,Form-2
1173,SIA/MH/MIN/179271/2020,Form-2
1174,SIA/MH/MIN/170885/2020,Form-2
1175,SIA/MH/MIN/17857/2014,Missing
1176,SIA/MH/MIN/261123/2022,Form-2
