"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"118","SIA/MH/MIS/261070/2022","SIA/MH/MIS/261070/2022","Proposed Expansion in Redevelopment of RUSTOMJEE ‘SUMMIT’ and ‘PINNACLE’ at Plot Bearing C.T.S No. 88 (pt), Rajendra Nagar C.H.S, Rajendra Nagar, Dattapada road, Borivali (E), Mumbai - 400066","M/S KEYSTONE REALTORS PVT. LTD.","EC Granted","EC",NA
"119","SIA/MH/MIN/40641/2016","SEIAA/2016/I/CR60/TC-3","Deutwada-1 sand ghat","COLLECTOR AMRAVATI","Disposed through earlier site ec-ecmpcb-in","EC",NA
"120","SIA/MH/MIN/40648/2016","SEIAA/2016/I/CR56/TC-3","Kuksa sand ghat","COLLECTOR AMRAVATI","Disposed through earlier site ec-ecmpcb-in","EC",NA
"121","SIA/MH/MIN/181767/2020","SIA/MH/MIN/181767/2020","Gangawadi.1 Sand spot over an extent of, 4.95 HA (MINEABLE AREA-3.71 HA & NON-MINEABLE AREA-1.24 HA),At Godavari River Bed Gut No. 279-284,329,Gangawadi.1 Village, Tehsil-Gevrai, Beed District, Maharashtra.","COLLECTOR BEED","EC Granted","EC",NA
"122","SIA/MH/MIN/181942/2020","SIA/MH/MIN/181942/2020","Stone Quarry of Mr. Sandeep Uttamrao Chavan","PROJECT PROPONENT","EC Granted","EC",NA
"123","SIA/MH/MIN/154663/2020","SIA/MH/MIN/154663/2020","SAIKHEDA SAND GHAT","DMO WARDHA","EC Granted","EC",NA
"124","SIA/MH/MIN/154892/2020","SIA/MH/MIN/154892/2020","BORGAON AALODE SAND GHAT","DMO WARDHA","Rejection Letter Granted","EC",NA
"125","SIA/MH/MIN/155153/2020","SIA/MH/MIN/155153/2020","Karanjkhed 1 sand ghat","DMO YAVATMAL","EC Granted","EC",NA
"126","SIA/MH/NCP/58461/2016","SEIAA/2017/III/CR-21/TC-3","Residential Project 'Royal Palms'","ROYAL CONSTRUCTION COMBINE INDIA PVT LTD","Disposed through earlier site ec-ecmpcb-in","EC",NA
"127","SIA/MH/NCP/62571/2017","SEIAA/2017/II/CR-109/TC-3","Balaji Paradise","BALAJI HOME DEVELOPER","Disposed through earlier site ec-ecmpcb-in","EC",NA
"128","SIA/MH/NCP/65144/2017","","Aarohi - Residential project at S. No. 123/1, 123/2, 123/3/1, 123/3/2(p), 123/4/2(p), 123/6/2 at , Sus, Taluka- Mulshi, Pune, Maharashtra","TEIRTH DEVELOPERS & SUYOJIT INFRASTRUCTURE LTD. (JV)","Disposed through earlier site ec-ecmpcb-in","EC",NA
"129","SIA/MH/NCP/59579/2016","SEIAA/2017/II/CR-74/TC-3","“CELESTE”
Proposed Residential cum Commercial Project","MS JP INFRA MUMBAI P L","Disposed through earlier site ec-ecmpcb-in","EC",NA
"130","SIA/MH/MIN/210338/2021","SIA/MH/MIN/210338/2021","Stone quarry Proposal of Shri. Govind  Devanand Laddha ,Lease Area: 2.00 Ha, Gat No.: 54 (Part), Mouza : Pimpalkhuta , Tal. Barshi Takali, Dist.: Akola,","SHRI. GOVIND  DEVANAND LADDHA","EC Granted","EC",NA
"131","SIA/MH/MIN/260993/2022","SIA/MH/MIN/260993/2022","Environmental clearance for proposed river bed sand mining having lease area 1.00 Ha of Lanzeda Sand ghat Kathani river.","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"132","SIA/MH/MIN/30561/2015","SEIAA/2015/I/CR81/TC-3","Fesardi-1 Sand Ghat Auction","COLLECTOR JALGAON","Disposed through earlier site ec-ecmpcb-in","EC",NA
"133","SIA/MH/MIN/30604/2015","SEIAA/2015/I/CR53/TC-3","Pimpalgaon Bk Sand Ghat Auction","COLLECTOR JALGAON","Disposed through earlier site ec-ecmpcb-in","EC",NA
"134","SIA/MH/MIN/195209/2021","SIA/MH/MIN/195209/2021","Jogalkheda sand spot over an extent of 1.3455 HA (MINEABLE AREA-1.0091 HA & NON-MINEABLE AREA-0.3364 HA) At Waghur River Bed Gut No.139 Jogalkheda Village, Tehsil-Bhusaval, Jalgaon District, Maharashtra","OFFICE OF THE COLLECTORATE, JALGAON","EC Granted","EC",NA
"135","SIA/MH/MIS/75614/2018","","Regularization of Existing Resort at Sidheshwarwadi Village Ubhadanda Taluka Vengurla District Sindhudurg Maharashtra 416516","SUNBURN BEACH RESORTS","Disposed through earlier site ec-ecmpcb-in","EC",NA
"136","SIA/MH/MIN/162938/2020","SIA/MH/MIN/162938/2020","Tamswadi sand spot over an extent of 5.0 ha. At Wainganga River Bed Gut No. 187 (PARTLY), 188 (PARTLY) & 229 (PARTLY)Village Tamswadi, Tehsil-Tumsar, Bhandara District, Maharashtra.","OFFICE OF THE COLLECTORATE, BHANDARA","Rejection Letter Granted","EC",NA
"137","SIA/MH/MIS/182405/2020","SIA/MH/MIS/182405/2020","Proposed residential & commercial project ""Teerth Avila"" at Sus, Pune by Teerth Developers","TEERTH DEVELOPERS","Rejection Letter Granted","EC",NA
"138","SIA/MH/NCP/79060/2018","","Devland Infracon Pvt Ltd","DEVLAND INFRACON PVT LTD","Disposed through earlier site ec-ecmpcb-in","EC",NA
"139","SIA/MH/IND2/164265/2020","SIA/MH/IND2/164265/2020","Proposed expansion for synthetic organic chemicals by M/s. Adorn Chemicals Pvt. Ltd.","M/S. ADORN CHEMICALS PVT. LTD.","EC Granted","EC",NA
"140","SIA/MH/MIS/52126/2016","SEIAA/2016/II/CR298/TC-3","Proposed Residential development Saturina at Mulund,Mumbai","NEELAM ENTERPRISES","Disposed through earlier site ec-ecmpcb-in","EC",NA
"141","SIA/MH/MIN/254079/2022","SIA/MH/MIN/254079/2022","Environmental Clearance for the Stone quarry of Shri. Bapusaheb Laxman Hajare & Shri. Devanand Laxman Hajare","SHRI. BAPUSAHEB LAXMAN HAJARE","EC Granted","EC",NA
"142","SIA/MH/MIS/212597/2021","SIA/MH/MIS/212597/2021","Shaligram Sky","M/S. SHALIGRAM REALTY LLP","EC Granted","EC",NA
"143","SIA/MH/MIS/213129/2021","SIA/MH/MIS/213129/2021","Environment Clearance for Proposed Building on Land Bearing S. No 137/3,4,5,6,7,8, 140/5,6, 141/1,2,3&5, 142/1,3,5,6, 143/1,2,3,4,5,6, 221/4,5, 222/3 at Village Ghodbunder, Thane, Taluka and District Thane.","M/S.  SEVEN  ELEVEN CONSTRUCTION PVT. LTD.","EC Granted","EC",NA
"144","SIA/MH/MIS/213332/2021","SIA/MH/MIS/213332/2021","Environment Clearance for proposed Slum Rehabilitation Scheme on Plot bearing CTS No 92, 93, 94, 95, 96 & 97 of village Goregaon, Oshiwara District Center, Ram Mandir Road, Goregaon (w), Mumbai – 400 104","GOREGAON ELECTRICAL INDUSTRIES LLP","EC Granted","EC",NA
"145","SIA/MH/MIS/62945/2020","SIA/MH/MIS/62945/2020","Proposed residential development at old Survey No. 233 (Pt.), 235(Pt.) and 256(Pt.) (new survey no. 66(Pt.), 68(Pt.) and 69(Pt.) ) at village Penkapada, Mira road, Thane.  By M/s Eversmile Properties Pvt. Ltd.","EVERSMILE PROPERTIES PVT LTD.","Delisted","EC",NA
"146","SIA/MH/MIN/261034/2022","SIA/MH/MIN/261034/2022","Environmental clearance for proposed river bed sand mining having lease area 3.0 Ha of Porla Sand ghat on Wainganaga river.","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"147","SIA/MH/MIN/261039/2022","SIA/MH/MIN/261039/2022","Pohner-4 Sand spot over an extent of, 4.5 HA, At Godavari Riverbed Gat Nos. 25, 26, 27, Pohner Village, Tehsil- Parli Vai, Beed District, Maharashtra","COLLECTOR BEED","EC Granted","EC",NA
"148","SIA/MH/MIN/31471/2015","SEIAA/2015/I/CR231/TC-3","Minor Mineral: Stone Quarry Proposal of Mr. Yogesh Dundappa Chavan at Gut no, 396 of Village Halkarni, Tal- Gadhinglaj, Kolhapur","OTHERS","Disposed through earlier site ec-ecmpcb-in","EC",NA
"149","SIA/MH/MIN/31474/2015","SEIAA/2015/I/CR232/TC-3","Shri Sameer Prakash Malkhare, Survey No. 103, Village-Chitegaon,  Tehsil- Paithan, Dist-Aurangabad","SAMEER MALKHARE","Disposed through earlier site ec-ecmpcb-in","EC",NA
"150","SIA/MH/MIN/164049/2020","SIA/MH/MIN/164049/2020","Environmental Clearance for proposed river bed Sand mining having lease area 0.20 Ha (0.494) of Bajitpur sand ghat on Purna River.","DISTRICT MINING OFFICER,AMRAVATI","Rejection Letter Granted","EC",NA
"151","SIA/MH/IND/54868/2019","SIA/MH/IND/54868/2019","Proposed Minerals Beneficiation Plant at Plot No. B-19/1, Bhandara Industrial Area, District Bhandara Maharashtra by M/s. Vidhya Minerals & Processors","MS VIDHYA MINERALS AND PROCESSORS","EC Granted","EC",NA
"152","SIA/MH/IND2/152185/2020","SIA/MH/IND2/152185/2020","Application for Environment Clearance for the plant by G.M Chemical at plot no. C-233/ C-234, TTC Industrial Area, Pawana MIDC, Navi Mumbai","G.M CHEMICAL","EC Granted","EC",NA
"153","SIA/MH/MIN/155972/2020","SIA/MH/MIN/155972/2020","Hingoneseem(Part 1) sand spot over an extent of 3.50 ha. at Tapi River Bed Gut. No. 6 & 7, Hingoneseem Village, Amalner Taluk, Jalgaon district, Maharashtra.","OFFICE OF THE COLLECTORATE, JALGAON","Rejection Letter Granted","EC",NA
"154","SIA/MH/MIN/156367/2020","SIA/MH/MIN/156367/2020","Ranidhanora 2 sand ghat","DMO YAVATMAL","EC Granted","EC",NA
"155","SIA/MH/MIS/210245/2021","SIA/MH/MIS/210245/2021","Residential Development with shops at plot bearing Survey No. 13/1, 14/5/B, 14/6, 15/5, 15/6 and 15/8, Village: Rohinjan, Taluka: Panvel, District: Raigad, Maharashtra.","METRO SATYAM DEVELOPERS","Rejection Letter Granted","EC",NA
"156","SIA/MH/MIS/210598/2021","SIA/MH/MIS/210598/2021","Proposed Residential and commercial building on PLOT NO.334, 335, 337 (P), 338 (P), B.K. NO.1108/1, U.NO. 156 (P), SHEET NO.-21, C.T.S. NO. 14599B, 14625 & 30895.ULHASNAGAR, DIST.-THANE by M/s. Hilton Heights LLP","M/S. HILTON HEIGHTS LLP","EC Granted","EC",NA
"157","SIA/MH/MIN/260996/2022","SIA/MH/MIN/260996/2022","Environmental clearance for proposed river bed sand mining having lease area 1.25 Ha of Kurkheda Sand ghat on Kathani river.","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"158","SIA/MH/IND2/63268/2020","SIA/MH/IND2/63268/2020","Establishment of 229.342 MT/M capacity Unit to manufacture Synthetic Organic Chemicals of M/s. Proxergy Chemicals Pvt. Ltd","PROXERGY CHEMICALS PVT. LTD","EC Granted","EC",NA
"159","SIA/MH/MIS/220446/2021","SIA/MH/MIS/220446/2021","VERTICA","V REALTY","EC Granted","EC",NA
"160","SIA/MH/NCP/30571/2015","SEIAA/2015/III/CR41/TC-3","windshire","GUARDIAN PROMOTER DEVELOPERS PVT LTD","Disposed through earlier site ec-ecmpcb-in","EC",NA
"161","SIA/MH/NCP/30619/2015","SEIAA/2015/III/CR43/TC-3","Kamalraj Datta Vihar
Residential cum convenient shopping","KAMALRAJ ESTATE","Disposed through earlier site ec-ecmpcb-in","EC",NA
"162","SIA/MH/NCP/75765/2018","","Addition- Alteration to Existing Datacenter on Plot no. GEN72/1/A, TTC Industrial area, MIDC, Mahape for CtrlS Datacenters Ltd.","CTRLS DATACENTERS LIMITED","Disposed through earlier site ec-ecmpcb-in","EC",NA
"163","SIA/MH/MIN/164017/2020","SIA/MH/MIN/164017/2020","Environmental Clearance for proposed river bed Sand mining having lease area 0.32 Ha (0.7904 acre) of Belora sand ghat on Chandrabhaga River","DISTRICT MINING OFFICER,AMRAVATI","Rejection Letter Granted","EC",NA
"164","SIA/MH/MIN/164106/2020","SIA/MH/MIN/164106/2020","Environmental Clearance for proposed river bed Sand mining having lease area 0.7 Ha (1.729 acre) of Wadura sand ghat on Purna River.","DISTRICT MINING OFFICER,AMRAVATI","Rejection Letter Granted","EC",NA
"165","SIA/MH/MIS/164153/2020","SIA/MH/MIS/164153/2020","The Address, Moshi by S.O.L. Developers","S.O.L DEVELOPERS","Delisted","EC",NA
"166","SIA/MH/MIN/164330/2020","SIA/MH/MIN/164330/2020","Environmental Clearance for proposed river bed Sand mining having lease area 1.35 Ha (3.3345 acre) of Jawra sand ghat on Wardha River","DISTRICT MINING OFFICER,AMRAVATI","EC Granted","EC",NA
"167","SIA/MH/MIN/164340/2020","SIA/MH/MIN/164340/2020","Environmental Clearance for proposed river bed Sand mining having lease area 0.93 Ha (2.2971 acre) of Lasur sand ghat on Purna River","DISTRICT MINING OFFICER,AMRAVATI","Rejection Letter Granted","EC",NA
"168","SIA/MH/MIN/164481/2020","SIA/MH/MIN/164481/2020","Mining of Stone quarry at Watanwadi, over an area of 1.00 HA, Gat NO. 26 Part, Village Watanwadi, Tal. Ashti, Dis. Beed","SAU. CHAYA POPAT GORE","EC Granted","EC",NA
"169","SIA/MH/MIN/152838/2020","SIA/MH/MIN/152838/2020","Golegaon River Bed Sand Mining of Godavari River Bed","COLLECTOR OFFICE PARBHANI","EC Granted","EC",NA
"170","SIA/MH/MIN/152893/2020","SIA/MH/MIN/152893/2020","Vazar Bk 1 & 2 River Bed Sand Mining of Purna River","COLLECTOR OFFICE PARBHANI","EC Granted","EC",NA
"171","SIA/MH/MIN/42710/2016","SEIAA/2016/I/CR213/TC-3","Shri. Ashok Shivajirao Chavan
(Renuka Stone Crusher) 
Survey No. 449, Area (2.00 Ha) 
Village-Lihakhedi, Tehsil- Sillod, Dist-Aurangabad","SHRI. ASHOK SHIVAJIRAO CHAVAN","Disposed through earlier site ec-ecmpcb-in","EC",NA
"172","SIA/MH/MIS/214978/2021","SIA/MH/MIS/214978/2021","Expansion of proposed Amalgamation of Residential cum commercial development on property bearing S. No. 25/2, 111/1/1, 111/1/2, 112/1 (PLOT A) and S.No. 111/2,3,4,5 pt., 112/2,118/1 & 119/1 pt.2, (PLOT B) of Village: Ghodbunder, Mira Road (East), Dis","M/S.  SEVEN  ELEVEN CONSTRUCTION PVT. LTD.","EC Granted","EC",NA
"173","SIA/MH/NCP/52584/2016","SEIAA/2016/III/CR306/TC-3","OSR Residency","KAKADE SONIGARA REALITY LLP","Disposed through earlier site ec-ecmpcb-in","EC",NA
"174","SIA/MH/MIN/53161/2016","SEIAA/2016/I/CR322/TC-3","Sitaram Jalindar Lande Survey No. -40/1/1/A, Area- 1.31 Ha 
Village- Wagholiwadi, Tehsil- Mohol, Dist-Solapur","SITARAM LANDE","Disposed through earlier site ec-ecmpcb-in","EC",NA
"175","SIA/MH/MIN/163662/2020","SIA/MH/MIN/163662/2020","Environmental Clearance for proposed river bed Sand mining having lease area 0.10 Ha (0.247) of Masod sand ghat on Purn River.","DISTRICT MINING OFFICER,AMRAVATI","Rejection Letter Granted","EC",NA
"176","SIA/MH/MIN/163850/2020","SIA/MH/MIN/163850/2020","Mining of Stone quarry at Krushnur by KTIL, over an area of 2.80 Ha located at Gat No. 595, Village - Krushnur, Tal. Naigaon, Dist. Nanded","KALYAN TOLL INFRASTRUCTURE LTD INDORE","Rejection Letter Granted","EC",NA
"177","SIA/MH/NCP/32694/2015","SEIAA/2015/II/CR418/TC-3","Navjeevan Co-op HSG Soc(Residential complex under SRA scheme)","SHIV SHAKTI BUILDERS AND DEVELOPERS","Disposed through earlier site ec-ecmpcb-in","EC",NA
"178","SIA/MH/NCP/71718/2017","","“KALPATARU AVANA” at Plot bearing C.S. No.1/296(pt) of Parel Sewri Division, General Nagesh Marg, Mumbai 400012","MS KALPATARU LIMITED","Disposed through earlier site ec-ecmpcb-in","EC",NA
"179","SIA/MH/MIN/154587/2020","SIA/MH/MIN/154587/2020","WAKSUR TQ SAMUDRAPUR DIST WARDHA","DMO WARDHA","EC Granted","EC",NA
"180","SIA/MH/NCP/51522/2016","SEIAA/2016/III/CR284/TC-3","Gagan Avanta","GAGAN AVANTA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"181","SIA/MH/MIS/73749/2018","","Matoshree Sadan CHS LTD.","NEUMEC & REODAR BUILDERS JV","Disposed through earlier site ec-ecmpcb-in","EC",NA
"182","SIA/MH/MIN/167817/2020","SIA/MH/MIN/167817/2020","Environmental Clearance for stone quarry of Shri. Arvind Bhupal Patil","ARVIND BHUPAL PATIL","EC Granted","EC",NA
"183","SIA/MH/MIN/202610/2021","SIA/MH/MIN/202610/2021","Bhokari Sand Spot over an extent of 2.98 HA (MINEABLE AREA- 2.235HA & NON-MINEABLE AREA-0.745 HA) At Tapi River Bed Gut No.15, 16, 17 & 18 Bhokari Village, Tehsil-Muktainagar, Jalgaon District, Maharashtra.","OFFICE OF THE COLLECTORATE, JALGAON","EC Granted","EC",NA
"184","SIA/MH/MIN/202646/2021","SIA/MH/MIN/202646/2021","Proposed Stone Quarry of 1.21 Ha at S.No./Gat No.61, Village Sevadas Nagar, Tensil Pusad, District Yavatmal","SARIKA AUDUMBER CHIDDARWAR","WithdrawEC","EC",NA
"185","SIA/MH/MIS/210696/2021","SIA/MH/MIS/210696/2021","ANANTHAM EPIC HOMES LLP","ANANTHAM EPIC HOMES LLP","EC Granted","EC",NA
"186","SIA/MH/MIS/210686/2021","SIA/MH/MIS/210686/2021","Proposed S.R. Scheme under DCR 33(10) of DCPR 2034,on plot bearing C.T.S. No. 254, 254/1 to 124 of village Bandivali at caves road, Jogeshwari(E), K/East, Mumbai:60. Shree Sai Krupa SRA CHS (prop.)by M/s. Nexus Builders and Developers","M/S. NEXUS BUILDERS AND DEVELOPERS","Delisted","EC",NA
"187","SIA/MH/MIS/260977/2022","SIA/MH/MIS/260977/2022","Sukhwani Hermosa Casa","SUKHWANI ASSOCIATES","EC Granted","EC",NA
"188","SIA/MH/MIN/31145/2015","SEIAA/2015/I/CR173/TC-3","Danapur sand ghat in the Van River Bed sand stock 1060 bras","COLLECTOR AKOLA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"189","SIA/MH/MIN/31146/2015","SEIAA/2015/I/CR174/TC-3","Talegaon Bk. sand ghat in the Vidrupa River Bed sand stock 254 bras","COLLECTOR AKOLA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"190","SIA/MH/NCP/10572/2015","","SIA/MH/NCP/4256/2015","HAIER APPLIANCE INDIA PVT LTD","Disposed through earlier site ec-ecmpcb-in","EC",NA
"191","SIA/MH/NCP/64270/2017","","Proposed SRA project at C.T.S no. 393(P), S.No. 4A/1A/1/10+11 & 4-A/1A/1/12A+B by oxford properties (Kondhwa project).","OXFORD PROPERTIES","Disposed through earlier site ec-ecmpcb-in","EC",NA
"192","SIA/MH/NCP/64335/2017","","PROPOSED HOUSING SCHEME HAVING
EWS & LIG TYPE TENEMENTS AT
SECTOR – 27, PLOT-1, TALOJA, NAVI
MUMBAI.","CIDCO","Disposed through earlier site ec-ecmpcb-in","EC",NA
"193","SIA/MH/NCP/64405/2017","","Proposed Residential Project","ROHAN PROJECTS","Disposed through earlier site ec-ecmpcb-in","EC",NA
"194","SIA/MH/IND2/30103/2017","","Pidilite Industries Limited","PIDILITE INDUSTRIES LIMITED","Disposed through earlier site ec-ecmpcb-in","EC",NA
"195","SIA/MH/MIN/162228/2020","SIA/MH/MIN/162228/2020","Environmental Clearance for proposed river bed Sand mining having area 0.50 Ha (1.236 acre) of Sisarkheda sand ghat on Anjana River.","DISTRICT MINING OFFICER, AURANGABAD","Rejection Letter Granted","EC",NA
"196","SIA/MH/MIN/31144/2015","SEIAA/2015/I/CR172/TC-3","Babhulgaon sand ghat in the Purna River Bed sand stock 1208 bras","COLLECTOR AKOLA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"197","SIA/MH/NCP/79671/2018","","Building and construction project","MAHAAVIR BUILDCON LLP","Disposed through earlier site ec-ecmpcb-in","EC",NA
"198","SIA/MH/MIN/139707/2020","SIA/MH/MIN/139707/2020","Kawadashi (Barad) Stone Quarry","YOGESH  GHANSHYAM  TAORI","EC Granted","EC",NA
"199","SIA/MH/MIN/139714/2020","SIA/MH/MIN/139714/2020","Shri. Ashok Yallappa Gunjalkar","SHRI. ASHOK YALLAPPA GUNJALKAR","Delisted","EC",NA
"200","SIA/MH/MIN/139832/2020","SIA/MH/MIN/139832/2020","M/.s Sagar Stone Company, Chandrakant Trimbak Gharat, Shantaram Trimbak Gharat, Dayanand Trimbak Gharat, Sanjay Trimbak Gharat, Bhimabai Trimbak Gharat, Chandrabhaga Kalu Gharat, Prakash Kalu Gharat,","M/S. SAGAR STONE COMPANY, CHANDRAKANT TRIMBAK GHARAT, SHANTARAM TRIMBAK GHARAT, DAYANAND TRIMBAK GHARAT, SANJAY TRIMBAK GHARAT, BHIMABAI TRIMBAK GHARAT, CHANDRABHAGA KALU GHARAT, PRAKASH KALU GHARAT,","EC Granted","EC",NA
"201","SIA/MH/MIN/139939/2020","SIA/MH/MIN/139939/2020","Stone Quarry","SHRI DEVIDAS TAPIRAM BEDSE","EC Granted","EC",NA
"202","SIA/MH/NCP/59296/2016","SEIAA/2017/II/CR-62/TC-3","Proposed Slum Rehabilitation Scheme on plot bearing C.T.S. Nos.827-D/1 (PT) & 827-D/2 (PT) of village at Shree Krishna Nagar, Gen. Arun Kumar Marg for Jaldhara (Prop.) Goregaon (E), Mumbai – 400 065.","OMKAR GROUP","Disposed through earlier site ec-ecmpcb-in","EC",NA
"203","SIA/MH/IND2/17425/2016","","SIA  /MH/IND2/15457/2016","M/s Ipca Laboratries Ltd.","Disposed through earlier site ec-ecmpcb-in","EC",NA
"204","SIA/MH/MIS/122134/2019","SIA/MH/MIS/122134/2019","“La Montana”- Proposed Amendment & Expansion of Residential & Commercial project","M/S. TATA VALUE HOMES LTD.","WithdrawEC","EC",NA
"205","SIA/MH/MIS/122234/2019","SIA/MH/MIS/122234/2019","‘Waterstones’ – Proposed Commercial Building Village Marol, Off International Airport Approach Road, Andheri (East) in K/East Ward, Mumbai","MARS HOTELS AND RESORTS PRIVATE LIMITED","EC Granted","EC",NA
"206","SIA/MH/NCP/52355/2016","SEIAA/2016/III/CR303/TC-3","Residential Project by Eiffel Developers and Realtors limited.","EIFFEL DEVELOPERS REALTORS LIMITED","Disposed through earlier site ec-ecmpcb-in","EC",NA
"207","SIA/MH/MIN/210735/2021","SIA/MH/MIN/210735/2021","Stone quarry proposal of Sou. Ashvini Balasaheb Asabe Gut No.175/2, 173, Village Nijampur Tal- Sangola, Dist - Solapur","SOU ASHVINI BALASAHEB ASABE","WithdrawEC","EC",NA
"208","SIA/MH/MIS/216710/2021","SIA/MH/MIS/216710/2021","Application for the Environmental Clearance for proposed Commercial Building Project ""IT PARK"" on plot bearing No. C - 5, Wagle Estate, Thane, Maharashtra by Fenkin Buildpro LLP.","FENKIN BUILDPRO LLP","EC Granted","EC",NA
"209","SIA/MH/MIS/213222/2021","SIA/MH/MIS/213222/2021","Environmental Clearance ofProposed SlumRehabilitation Scheme onplot bearing C.T.S. No.E/86/14A & B andE/86/15A & B of VillageBandra at Khar (West),Mumbai for “VishwaratnaDr. Babasaheb AmbedkarSRA CHS Ltd..” (Earlier asDr. Ambedkar CHS Ltd.) byM/s. Ke","M/S KEYSTONE REALTORS PVT. LTD.","Rejection Letter Granted","EC",NA
"210","SIA/MH/MIS/221875/2021","SIA/MH/MIS/221875/2021","Application for proposed expansion in residential project at plot bearing C.T.S. No. 20-B of Village-Mulund (W), at, 90 Feet Road, Behind Model Town, State-Maharashtra by Rudani Realty","RUDANI REALTY","EC Granted","EC",NA
"211","SIA/MH/MIS/130237/2019","SIA/MH/MIS/130237/2019","Sadguru Empire","SADGURU DEVELOPERS & BUILDERS","EC Granted","EC",NA
"212","SIA/MH/NCP/64020/2017","SEIAA/2017/II/CR-223/TC-3","Proposed EWS Mass Housing Scheme at S. No.
157/1, Gotheghar, Tal-Thane, Maharashtra (Phase I)","KONKAN HOUSING & AREA DEVELOPMENT BOARD","Disposed through earlier site ec-ecmpcb-in","EC",NA
"213","SIA/MH/NCP/29839/2017","","Kaleidoscope Island Estates Pvt. Ltd.","KALEIDOSCOPE ISLAND ESTATES PVT. LTD","Disposed through earlier site ec-ecmpcb-in","EC",NA
"214","SIA/MH/NCP/59246/2016","SEIAA/2017/II/CR-168/TC-3","Gagan Aventia","ONYX DEVELOPERS LLP","Disposed through earlier site ec-ecmpcb-in","EC",NA
"215","SIA/MH/MIN/41022/2016","SEIAA/2016/I/CR/81/TC-3","Stone Quarry","M/S R.M.P. INFRA PROJECT","Disposed through earlier site ec-ecmpcb-in","EC",NA
